mechanic,replicate,final_infected_count
CI+MK+IE,94,19677
CI+MK+IE,95,19331
CI+MK+IE,96,19742
CI+MK+IE,97,19692
CI+MK+IE,98,19318
CI+MK+IE,99,19641
CI+MK+IE,100,18190
CI+MK+IE,101,19794
CI+MK+IE,102,19524
CI+MK+IE,103,17222
CI+MK+IE,104,19642
CI+MK+IE,105,19763
CI+MK+IE,106,18955
CI+MK+IE,107,19395
CI+MK+IE,108,19199
CI+MK+IE,109,19013
CI+MK+IE,110,19452
CI+MK+IE,111,18938
CI+MK+IE,112,19835
CI+MK+IE,113,19395
CI+MK+IE,114,19012
CI+MK+IE,115,18524
CI+MK+IE,116,19731
CI+MK+IE,117,19648
CI+MK+IE,118,18980
CI+MK+IE,119,19783
CI+MK+IE,120,19641
CI+MK+IE,121,18690
CI+MK+IE,122,19346
CI+MK+IE,123,17870
CI+MK+IE,124,19193
CI+MK+IE,125,19723
CI+MK+IE,126,19748
CI+MK+IE,127,19219
CI+MK+IE,128,19203
CI+MK+IE,129,19367
CI+MK+IE,130,19694
CI+MK+IE,131,19320
CI+MK+IE,132,19807
CI+MK+IE,133,19616
CI+MK+IE,134,19704
CI+MK+IE,135,19664
CI+MK+IE,136,19457
CI+MK+IE,137,19844
CI+MK+IE,138,19869
CI+MK+IE,139,19610
CI+MK+IE,140,19193
CI+MK+IE,141,19064
CI+MK+IE,142,19255
CI+MK+IE,143,19083
CI+MK+IE,144,19503
CI+MK+IE,145,19682
CI+MK+IE,146,19480
CI+MK+IE,147,18316
CI+MK+IE,148,19617
CI+MK+IE,149,19205
CI+MK+IE,150,19265
CI+MK+IE,151,19126
CI+MK+IE,152,19687
CI+MK+IE,153,19462
CI+MK+IE,154,19232
CI+MK+IE,155,19635
CI+MK+IE,156,18918
CI+MK+IE,157,18613
CI+MK+IE,158,18946
CI+MK+IE,159,19663
CI+MK+IE,160,19221
CI+MK+IE,161,19810
CI+MK+IE,162,19658
CI+MK+IE,163,19756
CI+MK+IE,164,19512
CI+MK+IE,165,19507
CI+MK+IE,166,19352
CI+MK+IE,167,19225
CI+MK+IE,168,19049
CI+MK+IE,169,19630
CI+MK+IE,170,19139
CI+MK+IE,171,19555
CI+MK+IE,172,19062
CI+MK+IE,173,19861
CI+MK+IE,174,19577
CI+MK+IE,175,19666
CI+MK+IE,176,19368
CI+MK+IE,177,19817
CI+MK+IE,178,19536
CI+MK+IE,179,19894
CI+MK+IE,180,19565
CI+MK+IE,181,19048
CI+MK+IE,182,19101
CI+MK+IE,183,19640
CI+MK+IE,184,19116
CI+MK+IE,185,19560
CI+MK+IE,186,18754
CI+MK+IE,187,19127
CI+MK+IE,188,19018
CI+MK+IE,189,19583
CI+MK+IE,190,19379
CI+MK+IE,191,18710
CI+MK+IE,192,19257
CI+MK+IE,193,19523
CI+MK+IE,194,19336
CI+MK+IE,195,19405
CI+MK+IE,196,19776
CI+MK+IE,197,19738
CI+MK+IE,198,19188
CI+MK+IE,199,16620
CI+MK+ER,0,18541
CI+MK+ER,1,19299
CI+MK+ER,2,19298
CI+MK+ER,3,18973
CI+MK+ER,4,19393
CI+MK+ER,5,19848
CI+MK+ER,6,19261
CI+MK+ER,7,19614
CI+MK+ER,8,19632
CI+MK+ER,9,19125
CI+MK+ER,10,19311
CI+MK+ER,11,19514
CI+MK+ER,12,19622
CI+MK+ER,13,19431
CI+MK+ER,14,19048
CI+MK+ER,15,19227
CI+MK+ER,16,19142
CI+MK+ER,17,19406
CI+MK+ER,18,19538
CI+MK+ER,19,19181
CI+MK+ER,20,19327
CI+MK+ER,21,18412
CI+MK+ER,22,19203
CI+MK+ER,23,19669
CI+MK+ER,24,18105
CI+MK+ER,25,19456
CI+MK+ER,26,19583
CI+MK+ER,27,18964
CI+MK+ER,28,19402
CI+MK+ER,29,18884
CI+MK+ER,30,19256
CI+MK+ER,31,19526
CI+MK+ER,32,19168
CI+MK+ER,33,18660
CI+MK+ER,34,19579
CI+MK+ER,35,19545
CI+MK+ER,36,18427
CI+MK+ER,37,19707
CI+MK+ER,38,19026
CI+MK+ER,39,19451
CI+MK+ER,40,19592
CI+MK+ER,41,18923
CI+MK+ER,42,19435
CI+MK+ER,43,19051
CI+MK+ER,44,19629
CI+MK+ER,45,19722
CI+MK+ER,46,18954
CI+MK+ER,47,17019
CI+MK+ER,48,18488
CI+MK+ER,49,19180
CI+MK+ER,50,19385
CI+MK+ER,51,19228
CI+MK+ER,52,19708
CI+MK+ER,53,19458
CI+MK+ER,54,19448
CI+MK+ER,55,19391
CI+MK+ER,56,19194
CI+MK+ER,57,19376
CI+MK+ER,58,19376
CI+MK+ER,59,19705
CI+MK+ER,60,19432
CI+MK+ER,61,19669
CI+MK+ER,62,19729
CI+MK+ER,63,19498
CI+MK+ER,64,19501
CI+MK+ER,65,19520
CI+MK+ER,66,19524
CI+MK+ER,67,18794
CI+MK+ER,68,19415
CI+MK+ER,69,18347
CI+MK+ER,70,19094
CI+MK+ER,71,19908
CI+MK+ER,72,18434
CI+MK+ER,73,19300
CI+MK+ER,74,19170
CI+MK+ER,75,19148
CI+MK+ER,76,19748
CI+MK+ER,77,19428
CI+MK+ER,78,18904
CI+MK+ER,79,19454
CI+MK+ER,80,19089
CI+MK+ER,81,18709
CI+MK+ER,82,19011
CI+MK+ER,83,19419
CI+MK+ER,84,19203
CI+MK+ER,85,18461
CI+MK+ER,86,19579
CI+MK+ER,87,19197
CI+MK+ER,88,19262
CI+MK+ER,89,19763
CI+MK+ER,90,19539
CI+MK+ER,91,19104
CI+MK+ER,92,18738
CI+MK+ER,93,19747
CI+MK+ER,94,18451
CI+MK+ER,95,19327
CI+MK+ER,96,18727
CI+MK+ER,97,18956
CI+MK+ER,98,19022
CI+MK+ER,99,18861
CI+MK+ER,100,19357
CI+MK+ER,101,19026
CI+MK+ER,102,19694
CI+MK+ER,103,19557
CI+MK+ER,104,19524
CI+MK+ER,105,18965
CI+MK+ER,106,19297
CI+MK+ER,107,19374
CI+MK+ER,108,19333
CI+MK+ER,109,19291
CI+MK+ER,110,19099
CI+MK+ER,111,19943
CI+MK+ER,112,16613
CI+MK+ER,113,19738
CI+MK+ER,114,19668
CI+MK+ER,115,19314
CI+MK+ER,116,19557
CI+MK+ER,117,18659
CI+MK+ER,118,18848
CI+MK+ER,119,19152
CI+MK+ER,120,19401
CI+MK+ER,121,18964
CI+MK+ER,122,18538
CI+MK+ER,123,19191
CI+MK+ER,124,19619
CI+MK+ER,125,19441
CI+MK+ER,126,19001
CI+MK+ER,127,19743
CI+MK+ER,128,19507
CI+MK+ER,129,19520
CI+MK+ER,130,19411
CI+MK+ER,131,19118
CI+MK+ER,132,19195
CI+MK+ER,133,17511
CI+MK+ER,134,19578
CI+MK+ER,135,19035
CI+MK+ER,136,19610
CI+MK+ER,137,19310
CI+MK+ER,138,19786
CI+MK+ER,139,18136
CI+MK+ER,140,19452
CI+MK+ER,141,19574
CI+MK+ER,142,19583
CI+MK+ER,143,19398
CI+MK+ER,144,18530
CI+MK+ER,145,18097
CI+MK+ER,146,18654
CI+MK+ER,147,19709
CI+MK+ER,148,19420
CI+MK+ER,149,19170
CI+MK+ER,150,18859
CI+MK+ER,151,19032
CI+MK+ER,152,19674
CI+MK+ER,153,19401
CI+MK+ER,154,19592
CI+MK+ER,155,19374
CI+MK+ER,156,19211
CI+MK+ER,157,19534
CI+MK+ER,158,18719
CI+MK+ER,159,18840
CI+MK+ER,160,19173
CI+MK+ER,161,18795
CI+MK+ER,162,18972
CI+MK+ER,163,18949
CI+MK+ER,164,19534
CI+MK+ER,165,19514
CI+MK+ER,166,18878
CI+MK+ER,167,18869
CI+MK+ER,168,18988
CI+MK+ER,169,18946
CI+MK+ER,170,19390
CI+MK+ER,171,19184
CI+MK+ER,172,19373
CI+MK+ER,173,19323
CI+MK+ER,174,19726
CI+MK+ER,175,19207
CI+MK+ER,176,19805
CI+MK+ER,177,19594
CI+MK+ER,178,19153
CI+MK+ER,179,19492
CI+MK+ER,180,18763
CI+MK+ER,181,18195
CI+MK+ER,182,19392
CI+MK+ER,183,18995
CI+MK+ER,184,19554
CI+MK+ER,185,19047
CI+MK+ER,186,19124
CI+MK+ER,187,19663
CI+MK+ER,188,19168
CI+MK+ER,189,18742
CI+MK+ER,190,19554
CI+MK+ER,191,19219
CI+MK+ER,192,18861
CI+MK+ER,193,19289
CI+MK+ER,194,19352
CI+MK+ER,195,18970
CI+MK+ER,196,19215
CI+MK+ER,197,19658
CI+MK+ER,198,19501
CI+MK+ER,199,19499
CI+MK+ER+IE,0,19754
CI+MK+ER+IE,1,19570
CI+MK+ER+IE,2,19836
CI+MK+ER+IE,3,19814
CI+MK+ER+IE,4,19779
CI+MK+ER+IE,5,19701
CI+MK+ER+IE,6,19698
CI+MK+ER+IE,7,19717
CI+MK+ER+IE,8,19707
CI+MK+ER+IE,9,19696
CI+MK+ER+IE,10,19616
CI+MK+ER+IE,11,19956
CI+MK+ER+IE,12,18582
CI+MK+ER+IE,13,19874
CI+MK+ER+IE,14,19844
CI+MK+ER+IE,15,19707
CI+MK+ER+IE,16,19808
CI+MK+ER+IE,17,19409
CI+MK+ER+IE,18,19455
CI+MK+ER+IE,19,19654
CI+MK+ER+IE,20,19795
CI+MK+ER+IE,21,19446
CI+MK+ER+IE,22,19392
CI+MK+ER+IE,23,19579
CI+MK+ER+IE,24,19751
CI+MK+ER+IE,25,19724
CI+MK+ER+IE,26,19499
CI+MK+ER+IE,27,19857
CI+MK+ER+IE,28,19754
CI+MK+ER+IE,29,19825
CI+MK+ER+IE,30,19693
CI+MK+ER+IE,31,19615
CI+MK+ER+IE,32,19636
CI+MK+ER+IE,33,18917
CI+MK+ER+IE,34,19800
CI+MK+ER+IE,35,19677
CI+MK+ER+IE,36,19845
CI+MK+ER+IE,37,19602
CI+MK+ER+IE,38,19936
CI+MK+ER+IE,39,19259
CI+MK+ER+IE,40,19701
CI+MK+ER+IE,41,19800
CI+MK+ER+IE,42,19795
CI+MK+ER+IE,43,19783
CI+MK+ER+IE,44,19308
CI+MK+ER+IE,45,19106
CI+MK+ER+IE,46,19447
CI+MK+ER+IE,47,19841
CI+MK+ER+IE,48,19717
CI+MK+ER+IE,49,19612
CI+MK+ER+IE,50,19663
CI+MK+ER+IE,51,19714
CI+MK+ER+IE,52,19873
CI+MK+ER+IE,53,19769
CI+MK+ER+IE,54,19799
CI+MK+ER+IE,55,19699
CI+MK+ER+IE,56,19636
CI+MK+ER+IE,57,19760
CI+MK+ER+IE,58,19488
CI+MK+ER+IE,59,19390
CI+MK+ER+IE,60,19621
CI+MK+ER+IE,61,19437
CI+MK+ER+IE,62,19578
CI+MK+ER+IE,63,19587
CI+MK+ER+IE,64,19807
CI+MK+ER+IE,65,19846
CI+MK+ER+IE,66,19362
CI+MK+ER+IE,67,19536
CI+MK+ER+IE,68,19529
CI+MK+ER+IE,69,19568
CI+MK+ER+IE,70,19728
CI+MK+ER+IE,71,19513
CI+MK+ER+IE,72,19667
CI+MK+ER+IE,73,19742
CI+MK+ER+IE,74,19876
CI+MK+ER+IE,75,19642
CI+MK+ER+IE,76,19867
CI+MK+ER+IE,77,19777
CI+MK+ER+IE,78,19629
CI+MK+ER+IE,79,19779
CI+MK+ER+IE,80,19462
CI+MK+ER+IE,81,19346
CI+MK+ER+IE,82,19707
CI+MK+ER+IE,83,19468
CI+MK+ER+IE,84,19777
CI+MK+ER+IE,85,19564
CI+MK+ER+IE,86,19670
CI+MK+ER+IE,87,19814
CI+MK+ER+IE,88,19644
CI+MK+ER+IE,89,19345
CI+MK+ER+IE,90,19749
CI+MK+ER+IE,91,19535
CI+MK+ER+IE,92,19400
CI+MK+ER+IE,93,19678
CI+MK+ER+IE,94,19761
CI+MK+ER+IE,95,19489
CI+MK+ER+IE,96,19530
CI+MK+ER+IE,97,19825
CI+MK+ER+IE,98,19742
CI+MK+ER+IE,99,19774
CI+MK+ER+IE,100,19298
CI+MK+ER+IE,101,19252
CI+MK+ER+IE,102,19818
CI+MK+ER+IE,103,19274
CI+MK+ER+IE,104,19869
CI+MK+ER+IE,105,19708
CI+MK+ER+IE,106,19488
CI+MK+ER+IE,107,19642
CI+MK+ER+IE,108,19818
CI+MK+ER+IE,109,19673
CI+MK+ER+IE,110,19628
CI+MK+ER+IE,111,19670
CI+MK+ER+IE,112,19480
CI+MK+ER+IE,113,19677
CI+MK+ER+IE,114,19851
CI+MK+ER+IE,115,19708
CI+MK+ER+IE,116,19691
CI+MK+ER+IE,117,19782
CI+MK+ER+IE,118,19489
CI+MK+ER+IE,119,19711
CI+MK+ER+IE,120,19546
CI+MK+ER+IE,121,19547
CI+MK+ER+IE,122,19110
CI+MK+ER+IE,123,19729
CI+MK+ER+IE,124,19841
CI+MK+ER+IE,125,19770
CI+MK+ER+IE,126,19596
CI+MK+ER+IE,127,19779
CI+MK+ER+IE,128,19818
CI+MK+ER+IE,129,19596
CI+MK+ER+IE,130,19847
CI+MK+ER+IE,131,19616
CI+MK+ER+IE,132,19675
CI+MK+ER+IE,133,19834
CI+MK+ER+IE,134,19545
CI+MK+ER+IE,135,19559
CI+MK+ER+IE,136,19136
CI+MK+ER+IE,137,19819
CI+MK+ER+IE,138,19837
CI+MK+ER+IE,139,19794
CI+MK+ER+IE,140,19789
CI+MK+ER+IE,141,19903
CI+MK+ER+IE,142,19787
CI+MK+ER+IE,143,19582
CI+MK+ER+IE,144,19610
CI+MK+ER+IE,145,19769
CI+MK+ER+IE,146,19561
CI+MK+ER+IE,147,19647
CI+MK+ER+IE,148,19863
CI+MK+ER+IE,149,19582
CI+MK+ER+IE,150,19565
CI+MK+ER+IE,151,19327
CI+MK+ER+IE,152,19424
CI+MK+ER+IE,153,19690
CI+MK+ER+IE,154,19685
CI+MK+ER+IE,155,19620
CI+MK+ER+IE,156,19678
CI+MK+ER+IE,157,19208
CI+MK+ER+IE,158,19874
CI+MK+ER+IE,159,19937
CI+MK+ER+IE,160,19847
CI+MK+ER+IE,161,19929
CI+MK+ER+IE,162,19451
CI+MK+ER+IE,163,19606
CI+MK+ER+IE,164,19801
CI+MK+ER+IE,165,19571
CI+MK+ER+IE,166,19725
CI+MK+ER+IE,167,19655
CI+MK+ER+IE,168,19835
CI+MK+ER+IE,169,19489
CI+MK+ER+IE,170,19776
CI+MK+ER+IE,171,19463
CI+MK+ER+IE,172,19567
CI+MK+ER+IE,173,19766
CI+MK+ER+IE,174,19739
CI+MK+ER+IE,175,19821
CI+MK+ER+IE,176,19236
CI+MK+ER+IE,177,19649
CI+MK+ER+IE,178,19581
CI+MK+ER+IE,179,19886
CI+MK+ER+IE,180,19788
CI+MK+ER+IE,181,19686
CI+MK+ER+IE,182,19669
CI+MK+ER+IE,183,19848
CI+MK+ER+IE,184,19444
CI+MK+ER+IE,185,19621
CI+MK+ER+IE,186,19792
CI+MK+ER+IE,187,19361
CI+MK+ER+IE,188,19733
CI+MK+ER+IE,189,19463
CI+MK+ER+IE,190,19737
CI+MK+ER+IE,191,19552
CI+MK+ER+IE,192,19874
CI+MK+ER+IE,193,19381
CI+MK+ER+IE,194,19583
CI+MK+ER+IE,195,19355
CI+MK+ER+IE,196,19596
CI+MK+ER+IE,197,19784
CI+MK+ER+IE,198,19907
CI+MK+ER+IE,199,19725
