mechanic,replicate,final_population_size
CI+MK+IE,91,20000
CI+MK+IE,92,20000
CI+MK+IE,93,20000
CI+MK+IE,94,20000
CI+MK+IE,95,20000
CI+MK+IE,96,20000
CI+MK+IE,97,20000
CI+MK+IE,98,20000
CI+MK+IE,99,20000
CI+MK+IE,100,20000
CI+MK+IE,101,19999
CI+MK+IE,102,20000
CI+MK+IE,103,20000
CI+MK+IE,104,20000
CI+MK+IE,105,19998
CI+MK+IE,106,19998
CI+MK+IE,107,20000
CI+MK+IE,108,20000
CI+MK+IE,109,20000
CI+MK+IE,110,20000
CI+MK+IE,111,20000
CI+MK+IE,112,20000
CI+MK+IE,113,20000
CI+MK+IE,114,20000
CI+MK+IE,115,20000
CI+MK+IE,116,20000
CI+MK+IE,117,20000
CI+MK+IE,118,20000
CI+MK+IE,119,20000
CI+MK+IE,120,20000
CI+MK+IE,121,19996
CI+MK+IE,122,20000
CI+MK+IE,123,20000
CI+MK+IE,124,20000
CI+MK+IE,125,20000
CI+MK+IE,126,20000
CI+MK+IE,127,20000
CI+MK+IE,128,20000
CI+MK+IE,129,20000
CI+MK+IE,130,20000
CI+MK+IE,131,20000
CI+MK+IE,132,20000
CI+MK+IE,133,20000
CI+MK+IE,134,20000
CI+MK+IE,135,20000
CI+MK+IE,136,20000
CI+MK+IE,137,20000
CI+MK+IE,138,20000
CI+MK+IE,139,20000
CI+MK+IE,140,20000
CI+MK+IE,141,20000
CI+MK+IE,142,20000
CI+MK+IE,143,20000
CI+MK+IE,144,20000
CI+MK+IE,145,20000
CI+MK+IE,146,20000
CI+MK+IE,147,20000
CI+MK+IE,148,20000
CI+MK+IE,149,19999
CI+MK+IE,150,20000
CI+MK+IE,151,20000
CI+MK+IE,152,20000
CI+MK+IE,153,20000
CI+MK+IE,154,19996
CI+MK+IE,155,20000
CI+MK+IE,156,20000
CI+MK+IE,157,20000
CI+MK+IE,158,20000
CI+MK+IE,159,20000
CI+MK+IE,160,19999
CI+MK+IE,161,20000
CI+MK+IE,162,19998
CI+MK+IE,163,20000
CI+MK+IE,164,20000
CI+MK+IE,165,19999
CI+MK+IE,166,20000
CI+MK+IE,167,20000
CI+MK+IE,168,20000
CI+MK+IE,169,20000
CI+MK+IE,170,20000
CI+MK+IE,171,20000
CI+MK+IE,172,20000
CI+MK+IE,173,20000
CI+MK+IE,174,20000
CI+MK+IE,175,19998
CI+MK+IE,176,20000
CI+MK+IE,177,20000
CI+MK+IE,178,20000
CI+MK+IE,179,20000
CI+MK+IE,180,20000
CI+MK+IE,181,20000
CI+MK+IE,182,20000
CI+MK+IE,183,20000
CI+MK+IE,184,20000
CI+MK+IE,185,20000
CI+MK+IE,186,20000
CI+MK+IE,187,19999
CI+MK+IE,188,19998
CI+MK+IE,189,19999
CI+MK+IE,190,20000
CI+MK+IE,191,19998
CI+MK+IE,192,20000
CI+MK+IE,193,20000
CI+MK+IE,194,20000
CI+MK+IE,195,20000
CI+MK+IE,196,20000
CI+MK+IE,197,20000
CI+MK+IE,198,20000
CI+MK+IE,199,19998
CI+MK+ER,0,20000
CI+MK+ER,1,20000
CI+MK+ER,2,20000
CI+MK+ER,3,20000
CI+MK+ER,4,19999
CI+MK+ER,5,20000
CI+MK+ER,6,20000
CI+MK+ER,7,20000
CI+MK+ER,8,19999
CI+MK+ER,9,20000
CI+MK+ER,10,20000
CI+MK+ER,11,20000
CI+MK+ER,12,20000
CI+MK+ER,13,20000
CI+MK+ER,14,20000
CI+MK+ER,15,19997
CI+MK+ER,16,19998
CI+MK+ER,17,20000
CI+MK+ER,18,20000
CI+MK+ER,19,19999
CI+MK+ER,20,19998
CI+MK+ER,21,19996
CI+MK+ER,22,20000
CI+MK+ER,23,19999
CI+MK+ER,24,19999
CI+MK+ER,25,19998
CI+MK+ER,26,20000
CI+MK+ER,27,20000
CI+MK+ER,28,20000
CI+MK+ER,29,20000
CI+MK+ER,30,19997
CI+MK+ER,31,20000
CI+MK+ER,32,19999
CI+MK+ER,33,20000
CI+MK+ER,34,20000
CI+MK+ER,35,20000
CI+MK+ER,36,20000
CI+MK+ER,37,19999
CI+MK+ER,38,20000
CI+MK+ER,39,20000
CI+MK+ER,40,19998
CI+MK+ER,41,20000
CI+MK+ER,42,20000
CI+MK+ER,43,20000
CI+MK+ER,44,20000
CI+MK+ER,45,20000
CI+MK+ER,46,20000
CI+MK+ER,47,20000
CI+MK+ER,48,19997
CI+MK+ER,49,20000
CI+MK+ER,50,20000
CI+MK+ER,51,20000
CI+MK+ER,52,20000
CI+MK+ER,53,19998
CI+MK+ER,54,19999
CI+MK+ER,55,20000
CI+MK+ER,56,20000
CI+MK+ER,57,20000
CI+MK+ER,58,19999
CI+MK+ER,59,19998
CI+MK+ER,60,20000
CI+MK+ER,61,20000
CI+MK+ER,62,20000
CI+MK+ER,63,19997
CI+MK+ER,64,20000
CI+MK+ER,65,20000
CI+MK+ER,66,20000
CI+MK+ER,67,20000
CI+MK+ER,68,19999
CI+MK+ER,69,20000
CI+MK+ER,70,20000
CI+MK+ER,71,20000
CI+MK+ER,72,19997
CI+MK+ER,73,20000
CI+MK+ER,74,19999
CI+MK+ER,75,19999
CI+MK+ER,76,20000
CI+MK+ER,77,20000
CI+MK+ER,78,20000
CI+MK+ER,79,19996
CI+MK+ER,80,20000
CI+MK+ER,81,20000
CI+MK+ER,82,20000
CI+MK+ER,83,20000
CI+MK+ER,84,20000
CI+MK+ER,85,20000
CI+MK+ER,86,19997
CI+MK+ER,87,19999
CI+MK+ER,88,20000
CI+MK+ER,89,20000
CI+MK+ER,90,20000
CI+MK+ER,91,19997
CI+MK+ER,92,19996
CI+MK+ER,93,20000
CI+MK+ER,94,20000
CI+MK+ER,95,20000
CI+MK+ER,96,20000
CI+MK+ER,97,20000
CI+MK+ER,98,20000
CI+MK+ER,99,19996
CI+MK+ER,100,19998
CI+MK+ER,101,19999
CI+MK+ER,102,20000
CI+MK+ER,103,19995
CI+MK+ER,104,19999
CI+MK+ER,105,20000
CI+MK+ER,106,19999
CI+MK+ER,107,20000
CI+MK+ER,108,19996
CI+MK+ER,109,20000
CI+MK+ER,110,20000
CI+MK+ER,111,20000
CI+MK+ER,112,19991
CI+MK+ER,113,19998
CI+MK+ER,114,20000
CI+MK+ER,115,20000
CI+MK+ER,116,20000
CI+MK+ER,117,19997
CI+MK+ER,118,20000
CI+MK+ER,119,20000
CI+MK+ER,120,20000
CI+MK+ER,121,20000
CI+MK+ER,122,20000
CI+MK+ER,123,20000
CI+MK+ER,124,20000
CI+MK+ER,125,20000
CI+MK+ER,126,20000
CI+MK+ER,127,20000
CI+MK+ER,128,20000
CI+MK+ER,129,20000
CI+MK+ER,130,20000
CI+MK+ER,131,19998
CI+MK+ER,132,20000
CI+MK+ER,133,20000
CI+MK+ER,134,20000
CI+MK+ER,135,20000
CI+MK+ER,136,19999
CI+MK+ER,137,20000
CI+MK+ER,138,20000
CI+MK+ER,139,20000
CI+MK+ER,140,20000
CI+MK+ER,141,19998
CI+MK+ER,142,20000
CI+MK+ER,143,20000
CI+MK+ER,144,19996
CI+MK+ER,145,20000
CI+MK+ER,146,20000
CI+MK+ER,147,20000
CI+MK+ER,148,19996
CI+MK+ER,149,20000
CI+MK+ER,150,20000
CI+MK+ER,151,20000
CI+MK+ER,152,19999
CI+MK+ER,153,20000
CI+MK+ER,154,20000
CI+MK+ER,155,20000
CI+MK+ER,156,20000
CI+MK+ER,157,20000
CI+MK+ER,158,20000
CI+MK+ER,159,20000
CI+MK+ER,160,20000
CI+MK+ER,161,20000
CI+MK+ER,162,20000
CI+MK+ER,163,19999
CI+MK+ER,164,20000
CI+MK+ER,165,20000
CI+MK+ER,166,19998
CI+MK+ER,167,20000
CI+MK+ER,168,20000
CI+MK+ER,169,19999
CI+MK+ER,170,19998
CI+MK+ER,171,20000
CI+MK+ER,172,20000
CI+MK+ER,173,19998
CI+MK+ER,174,20000
CI+MK+ER,175,20000
CI+MK+ER,176,20000
CI+MK+ER,177,20000
CI+MK+ER,178,20000
CI+MK+ER,179,20000
CI+MK+ER,180,20000
CI+MK+ER,181,20000
CI+MK+ER,182,20000
CI+MK+ER,183,20000
CI+MK+ER,184,20000
CI+MK+ER,185,20000
CI+MK+ER,186,19998
CI+MK+ER,187,20000
CI+MK+ER,188,20000
CI+MK+ER,189,20000
CI+MK+ER,190,20000
CI+MK+ER,191,20000
CI+MK+ER,192,19998
CI+MK+ER,193,20000
CI+MK+ER,194,20000
CI+MK+ER,195,19998
CI+MK+ER,196,19995
CI+MK+ER,197,20000
CI+MK+ER,198,20000
CI+MK+ER,199,20000
CI+MK+ER+IE,0,20000
CI+MK+ER+IE,1,20000
CI+MK+ER+IE,2,19998
CI+MK+ER+IE,3,20000
CI+MK+ER+IE,4,20000
CI+MK+ER+IE,5,20000
CI+MK+ER+IE,6,20000
CI+MK+ER+IE,7,19998
CI+MK+ER+IE,8,20000
CI+MK+ER+IE,9,20000
CI+MK+ER+IE,10,20000
CI+MK+ER+IE,11,20000
CI+MK+ER+IE,12,20000
CI+MK+ER+IE,13,20000
CI+MK+ER+IE,14,20000
CI+MK+ER+IE,15,19999
CI+MK+ER+IE,16,20000
CI+MK+ER+IE,17,20000
CI+MK+ER+IE,18,20000
CI+MK+ER+IE,19,19998
CI+MK+ER+IE,20,20000
CI+MK+ER+IE,21,20000
CI+MK+ER+IE,22,20000
CI+MK+ER+IE,23,20000
CI+MK+ER+IE,24,20000
CI+MK+ER+IE,25,20000
CI+MK+ER+IE,26,20000
CI+MK+ER+IE,27,20000
CI+MK+ER+IE,28,20000
CI+MK+ER+IE,29,20000
CI+MK+ER+IE,30,19999
CI+MK+ER+IE,31,20000
CI+MK+ER+IE,32,20000
CI+MK+ER+IE,33,20000
CI+MK+ER+IE,34,20000
CI+MK+ER+IE,35,20000
CI+MK+ER+IE,36,19999
CI+MK+ER+IE,37,20000
CI+MK+ER+IE,38,20000
CI+MK+ER+IE,39,20000
CI+MK+ER+IE,40,20000
CI+MK+ER+IE,41,20000
CI+MK+ER+IE,42,20000
CI+MK+ER+IE,43,20000
CI+MK+ER+IE,44,19996
CI+MK+ER+IE,45,20000
CI+MK+ER+IE,46,20000
CI+MK+ER+IE,47,20000
CI+MK+ER+IE,48,20000
CI+MK+ER+IE,49,19999
CI+MK+ER+IE,50,20000
CI+MK+ER+IE,51,20000
CI+MK+ER+IE,52,20000
CI+MK+ER+IE,53,20000
CI+MK+ER+IE,54,19999
CI+MK+ER+IE,55,20000
CI+MK+ER+IE,56,20000
CI+MK+ER+IE,57,19999
CI+MK+ER+IE,58,20000
CI+MK+ER+IE,59,20000
CI+MK+ER+IE,60,20000
CI+MK+ER+IE,61,20000
CI+MK+ER+IE,62,20000
CI+MK+ER+IE,63,20000
CI+MK+ER+IE,64,20000
CI+MK+ER+IE,65,20000
CI+MK+ER+IE,66,20000
CI+MK+ER+IE,67,20000
CI+MK+ER+IE,68,20000
CI+MK+ER+IE,69,20000
CI+MK+ER+IE,70,20000
CI+MK+ER+IE,71,20000
CI+MK+ER+IE,72,20000
CI+MK+ER+IE,73,20000
CI+MK+ER+IE,74,20000
CI+MK+ER+IE,75,20000
CI+MK+ER+IE,76,20000
CI+MK+ER+IE,77,20000
CI+MK+ER+IE,78,20000
CI+MK+ER+IE,79,20000
CI+MK+ER+IE,80,19998
CI+MK+ER+IE,81,20000
CI+MK+ER+IE,82,19995
CI+MK+ER+IE,83,20000
CI+MK+ER+IE,84,20000
CI+MK+ER+IE,85,20000
CI+MK+ER+IE,86,20000
CI+MK+ER+IE,87,20000
CI+MK+ER+IE,88,20000
CI+MK+ER+IE,89,20000
CI+MK+ER+IE,90,20000
CI+MK+ER+IE,91,20000
CI+MK+ER+IE,92,20000
CI+MK+ER+IE,93,20000
CI+MK+ER+IE,94,20000
CI+MK+ER+IE,95,20000
CI+MK+ER+IE,96,20000
CI+MK+ER+IE,97,19998
CI+MK+ER+IE,98,19999
CI+MK+ER+IE,99,20000
CI+MK+ER+IE,100,19998
CI+MK+ER+IE,101,20000
CI+MK+ER+IE,102,20000
CI+MK+ER+IE,103,20000
CI+MK+ER+IE,104,20000
CI+MK+ER+IE,105,20000
CI+MK+ER+IE,106,20000
CI+MK+ER+IE,107,20000
CI+MK+ER+IE,108,20000
CI+MK+ER+IE,109,20000
CI+MK+ER+IE,110,20000
CI+MK+ER+IE,111,20000
CI+MK+ER+IE,112,20000
CI+MK+ER+IE,113,20000
CI+MK+ER+IE,114,20000
CI+MK+ER+IE,115,20000
CI+MK+ER+IE,116,20000
CI+MK+ER+IE,117,20000
CI+MK+ER+IE,118,20000
CI+MK+ER+IE,119,20000
CI+MK+ER+IE,120,20000
CI+MK+ER+IE,121,20000
CI+MK+ER+IE,122,20000
CI+MK+ER+IE,123,19999
CI+MK+ER+IE,124,20000
CI+MK+ER+IE,125,20000
CI+MK+ER+IE,126,20000
CI+MK+ER+IE,127,20000
CI+MK+ER+IE,128,20000
CI+MK+ER+IE,129,20000
CI+MK+ER+IE,130,20000
CI+MK+ER+IE,131,20000
CI+MK+ER+IE,132,20000
CI+MK+ER+IE,133,20000
CI+MK+ER+IE,134,20000
CI+MK+ER+IE,135,20000
CI+MK+ER+IE,136,20000
CI+MK+ER+IE,137,20000
CI+MK+ER+IE,138,20000
CI+MK+ER+IE,139,20000
CI+MK+ER+IE,140,20000
CI+MK+ER+IE,141,20000
CI+MK+ER+IE,142,20000
CI+MK+ER+IE,143,20000
CI+MK+ER+IE,144,19999
CI+MK+ER+IE,145,20000
CI+MK+ER+IE,146,20000
CI+MK+ER+IE,147,20000
CI+MK+ER+IE,148,20000
CI+MK+ER+IE,149,20000
CI+MK+ER+IE,150,20000
CI+MK+ER+IE,151,20000
CI+MK+ER+IE,152,20000
CI+MK+ER+IE,153,19997
CI+MK+ER+IE,154,20000
CI+MK+ER+IE,155,20000
CI+MK+ER+IE,156,20000
CI+MK+ER+IE,157,20000
CI+MK+ER+IE,158,20000
CI+MK+ER+IE,159,20000
CI+MK+ER+IE,160,19999
CI+MK+ER+IE,161,20000
CI+MK+ER+IE,162,20000
CI+MK+ER+IE,163,20000
CI+MK+ER+IE,164,20000
CI+MK+ER+IE,165,20000
CI+MK+ER+IE,166,20000
CI+MK+ER+IE,167,20000
CI+MK+ER+IE,168,20000
CI+MK+ER+IE,169,20000
CI+MK+ER+IE,170,20000
CI+MK+ER+IE,171,20000
CI+MK+ER+IE,172,19999
CI+MK+ER+IE,173,20000
CI+MK+ER+IE,174,20000
CI+MK+ER+IE,175,20000
CI+MK+ER+IE,176,20000
CI+MK+ER+IE,177,20000
CI+MK+ER+IE,178,20000
CI+MK+ER+IE,179,20000
CI+MK+ER+IE,180,20000
CI+MK+ER+IE,181,20000
CI+MK+ER+IE,182,20000
CI+MK+ER+IE,183,20000
CI+MK+ER+IE,184,20000
CI+MK+ER+IE,185,20000
CI+MK+ER+IE,186,20000
CI+MK+ER+IE,187,20000
CI+MK+ER+IE,188,20000
CI+MK+ER+IE,189,20000
CI+MK+ER+IE,190,20000
CI+MK+ER+IE,191,20000
CI+MK+ER+IE,192,20000
CI+MK+ER+IE,193,20000
CI+MK+ER+IE,194,20000
CI+MK+ER+IE,195,19999
CI+MK+ER+IE,196,20000
CI+MK+ER+IE,197,20000
CI+MK+ER+IE,198,20000
CI+MK+ER+IE,199,20000
