mechanic,final_infected_count
MK+ER+IE,18690
MK+ER+IE,17771
MK+ER+IE,18179
MK+ER+IE,18645
MK+ER+IE,16960
MK+ER+IE,18494
MK+ER+IE,18313
MK+ER+IE,17974
MK+ER+IE,18270
MK+ER+IE,18235
MK+ER+IE,18259
MK+ER+IE,18611
MK+ER+IE,18017
MK+ER+IE,16767
MK+ER+IE,18413
MK+ER+IE,18881
MK+ER+IE,18209
MK+ER+IE,18771
MK+ER+IE,18082
MK+ER+IE,18129
MK+ER+IE,18821
MK+ER+IE,18851
MK+ER+IE,18530
MK+ER+IE,17944
MK+ER+IE,18194
MK+ER+IE,18261
MK+ER+IE,17952
MK+ER+IE,18194
MK+ER+IE,18647
MK+ER+IE,18208
MK+ER+IE,18859
MK+ER+IE,17135
MK+ER+IE,18242
MK+ER+IE,18031
MK+ER+IE,19023
MK+ER+IE,19122
MK+ER+IE,17994
MK+ER+IE,18386
MK+ER+IE,18798
MK+ER+IE,18137
MK+ER+IE,17472
MK+ER+IE,17093
MK+ER+IE,17001
MK+ER+IE,17837
MK+ER+IE,18244
MK+ER+IE,19198
MK+ER+IE,18191
MK+ER+IE,19207
MK+ER+IE,18517
MK+ER+IE,18254
MK+ER+IE,18795
MK+ER+IE,18874
MK+ER+IE,18181
MK+ER+IE,18377
MK+ER+IE,18368
MK+ER+IE,18462
MK+ER+IE,18633
MK+ER+IE,18650
MK+ER+IE,18485
MK+ER+IE,18169
MK+ER+IE,17584
MK+ER+IE,18455
MK+ER+IE,18412
MK+ER+IE,17983
MK+ER+IE,18115
MK+ER+IE,18787
MK+ER+IE,17856
MK+ER+IE,18394
MK+ER+IE,18415
MK+ER+IE,16658
MK+ER+IE,18341
MK+ER+IE,18460
MK+ER+IE,18689
MK+ER+IE,18087
MK+ER+IE,18024
MK+ER+IE,17856
MK+ER+IE,18890
MK+ER+IE,18613
MK+ER+IE,18053
MK+ER+IE,18736
MK+ER+IE,18075
MK+ER+IE,18755
MK+ER+IE,17939
MK+ER+IE,18118
MK+ER+IE,18563
MK+ER+IE,18269
CI+ER+IE,19159
CI+ER+IE,19197
CI+ER+IE,19253
CI+ER+IE,19562
CI+ER+IE,18946
CI+ER+IE,19480
CI+ER+IE,19559
CI+ER+IE,19537
CI+ER+IE,19354
CI+ER+IE,19065
CI+ER+IE,19540
CI+ER+IE,18586
CI+ER+IE,19000
CI+ER+IE,18861
CI+ER+IE,19504
CI+ER+IE,18011
CI+ER+IE,19040
CI+ER+IE,19705
CI+ER+IE,19261
CI+ER+IE,19758
CI+ER+IE,18076
CI+ER+IE,18941
CI+ER+IE,19848
CI+ER+IE,19120
CI+ER+IE,18110
CI+ER+IE,19618
CI+ER+IE,19754
CI+ER+IE,18275
CI+ER+IE,19453
CI+ER+IE,19452
CI+ER+IE,19634
CI+ER+IE,19854
CI+ER+IE,19598
CI+ER+IE,19271
CI+ER+IE,19653
CI+ER+IE,19779
CI+ER+IE,18619
CI+ER+IE,19598
CI+ER+IE,18569
CI+ER+IE,19112
CI+ER+IE,19533
CI+ER+IE,16904
CI+ER+IE,19122
CI+ER+IE,18736
CI+ER+IE,19746
CI+ER+IE,18424
CI+ER+IE,19368
CI+ER+IE,19593
CI+ER+IE,18818
CI+ER+IE,18691
CI+ER+IE,19085
CI+ER+IE,19665
CI+ER+IE,19449
CI+ER+IE,18948
CI+ER+IE,19574
CI+ER+IE,19567
CI+ER+IE,19653
CI+ER+IE,18155
CI+ER+IE,19445
CI+ER+IE,18823
CI+ER+IE,19235
CI+ER+IE,19542
CI+ER+IE,19193
CI+ER+IE,19878
CI+ER+IE,19097
CI+ER+IE,19346
CI+ER+IE,18811
CI+ER+IE,19057
CI+ER+IE,19193
CI+ER+IE,18863
CI+ER+IE,19911
CI+ER+IE,18691
CI+ER+IE,19046
CI+ER+IE,19055
CI+ER+IE,18572
CI+ER+IE,19247
CI+ER+IE,19808
CI+ER+IE,18922
CI+ER+IE,18993
CI+ER+IE,19188
CI+ER+IE,19262
CI+ER+IE,19232
CI+ER+IE,19327
CI+ER+IE,19450
CI+ER+IE,19355
CI+ER+IE,19621
CI+ER+IE,19243
CI+ER+IE,18366
CI+ER+IE,19337
CI+ER+IE,19180
CI+ER+IE,18242
CI+ER+IE,18872
CI+ER+IE,18445
CI+ER+IE,17938
CI+ER+IE,18758
CI+ER+IE,18943
CI+ER+IE,18056
CI+ER+IE,19040
CI+ER+IE,19610
CI+ER+IE,19284
CI+ER+IE,18670
CI+ER+IE,18821
CI+ER+IE,19011
CI+ER+IE,19358
CI+ER+IE,18181
CI+ER+IE,19705
CI+ER+IE,18730
CI+ER+IE,19749
CI+ER+IE,19176
CI+ER+IE,19935
CI+ER+IE,18980
CI+ER+IE,19397
CI+ER+IE,17986
CI+ER+IE,19194
CI+ER+IE,19412
CI+ER+IE,19686
CI+ER+IE,18796
CI+ER+IE,19399
CI+ER+IE,19694
CI+ER+IE,19180
CI+ER+IE,18149
CI+ER+IE,18550
CI+ER+IE,18970
CI+ER+IE,18141
CI+ER+IE,19007
CI+ER+IE,19666
CI+ER+IE,19210
CI+ER+IE,19461
CI+ER+IE,17521
CI+ER+IE,19115
CI+ER+IE,19458
CI+ER+IE,18963
CI+ER+IE,18877
CI+ER+IE,19171
CI+ER+IE,19158
CI+ER+IE,19536
CI+ER+IE,19556
CI+ER+IE,19017
CI+ER+IE,18883
CI+ER+IE,19055
CI+ER+IE,19160
CI+ER+IE,19551
CI+ER+IE,19685
CI+ER+IE,19500
CI+ER+IE,19006
CI+ER+IE,19319
CI+ER+IE,19217
CI+ER+IE,19855
CI+ER+IE,19776
CI+ER+IE,19764
CI+ER+IE,18885
CI+ER+IE,19226
CI+ER+IE,19306
CI+ER+IE,19478
CI+ER+IE,19551
CI+ER+IE,19483
CI+ER+IE,19068
CI+ER+IE,19084
CI+ER+IE,19207
CI+ER+IE,19012
CI+ER+IE,19072
CI+ER+IE,19630
CI+ER+IE,19354
CI+ER+IE,19320
CI+ER+IE,18143
CI+ER+IE,19551
CI+ER+IE,18326
CI+ER+IE,18860
CI+ER+IE,19374
CI+ER+IE,19596
CI+ER+IE,18761
CI+ER+IE,19393
CI+ER+IE,19089
CI+ER+IE,19282
CI+ER+IE,19249
CI+ER+IE,19039
CI+ER+IE,19366
CI+ER+IE,19721
CI+ER+IE,19494
CI+ER+IE,19475
CI+ER+IE,19838
CI+ER+IE,19312
CI+ER+IE,19016
CI+ER+IE,19542
CI+ER+IE,19397
CI+ER+IE,19561
CI+ER+IE,19075
CI+ER+IE,19647
CI+ER+IE,19295
CI+ER+IE,19225
CI+ER+IE,19733
CI+ER+IE,19133
CI+ER+IE,19626
CI+ER+IE,19388
CI+ER+IE,19292
CI+ER+IE,18886
CI+ER+IE,19748
CI+ER+IE,19649
CI+ER+IE,19586
CI+ER+IE,19720
CI+MK+ER+IE,19754
CI+MK+ER+IE,19570
CI+MK+ER+IE,19836
CI+MK+ER+IE,19814
CI+MK+ER+IE,19779
CI+MK+ER+IE,19701
CI+MK+ER+IE,19698
CI+MK+ER+IE,19717
CI+MK+ER+IE,19707
CI+MK+ER+IE,19696
CI+MK+ER+IE,19616
CI+MK+ER+IE,19956
CI+MK+ER+IE,18582
CI+MK+ER+IE,19874
CI+MK+ER+IE,19844
CI+MK+ER+IE,19707
CI+MK+ER+IE,19808
CI+MK+ER+IE,19409
CI+MK+ER+IE,19455
CI+MK+ER+IE,19654
CI+MK+ER+IE,19795
CI+MK+ER+IE,19446
CI+MK+ER+IE,19392
CI+MK+ER+IE,19579
CI+MK+ER+IE,19751
CI+MK+ER+IE,19724
CI+MK+ER+IE,19499
CI+MK+ER+IE,19857
CI+MK+ER+IE,19754
CI+MK+ER+IE,19825
CI+MK+ER+IE,19693
CI+MK+ER+IE,19615
CI+MK+ER+IE,19636
CI+MK+ER+IE,18917
CI+MK+ER+IE,19800
CI+MK+ER+IE,19677
CI+MK+ER+IE,19845
CI+MK+ER+IE,19602
CI+MK+ER+IE,19936
CI+MK+ER+IE,19259
CI+MK+ER+IE,19701
CI+MK+ER+IE,19800
CI+MK+ER+IE,19795
CI+MK+ER+IE,19783
CI+MK+ER+IE,19308
CI+MK+ER+IE,19106
CI+MK+ER+IE,19447
CI+MK+ER+IE,19841
CI+MK+ER+IE,19717
CI+MK+ER+IE,19612
CI+MK+ER+IE,19663
CI+MK+ER+IE,19714
CI+MK+ER+IE,19873
CI+MK+ER+IE,19769
CI+MK+ER+IE,19799
CI+MK+ER+IE,19699
CI+MK+ER+IE,19636
CI+MK+ER+IE,19760
CI+MK+ER+IE,19488
CI+MK+ER+IE,19390
CI+MK+ER+IE,19621
CI+MK+ER+IE,19437
CI+MK+ER+IE,19578
CI+MK+ER+IE,19587
CI+MK+ER+IE,19807
CI+MK+ER+IE,19846
CI+MK+ER+IE,19362
CI+MK+ER+IE,19536
CI+MK+ER+IE,19529
CI+MK+ER+IE,19568
CI+MK+ER+IE,19728
CI+MK+ER+IE,19513
CI+MK+ER+IE,19667
CI+MK+ER+IE,19742
CI+MK+ER+IE,19876
CI+MK+ER+IE,19642
CI+MK+ER+IE,19867
CI+MK+ER+IE,19777
CI+MK+ER+IE,19629
CI+MK+ER+IE,19779
CI+MK+ER+IE,19462
CI+MK+ER+IE,19346
CI+MK+ER+IE,19707
CI+MK+ER+IE,19468
CI+MK+ER+IE,19777
CI+MK+ER+IE,19564
CI+MK+ER+IE,19670
CI+MK+ER+IE,19814
CI+MK+ER+IE,19644
CI+MK+ER+IE,19345
CI+MK+ER+IE,19749
CI+MK+ER+IE,19535
CI+MK+ER+IE,19400
CI+MK+ER+IE,19678
CI+MK+ER+IE,19761
CI+MK+ER+IE,19489
CI+MK+ER+IE,19530
CI+MK+ER+IE,19825
CI+MK+ER+IE,19742
CI+MK+ER+IE,19774
CI+MK+ER+IE,19298
CI+MK+ER+IE,19252
CI+MK+ER+IE,19818
