genotype,sex,animalNo,expType,birthDate,median_curv_amp,mean_curv_amp,max_curv_amp
rei-HM,M,56,free swimming,11-2018,1.2564803562385896,1.4527210227939178,3.095878479646837
rei-HM,M,31,free swimming,11-2018,1.7416966100258882,1.7223474250121344,2.9251587400167143
rei-HM,M,41,free swimming,11-2018,1.87335164059728,1.882768742248968,3.773080984261504
rei-HM,M,28,free swimming,11-2018,1.3459498680247972,1.4670353058764654,3.0958488818708974
rei-HM,M,22,free swimming,11-2018,1.607946692899304,1.7518464098401303,3.318208291416085
rei-HM,M,37,free swimming,11-2018,1.521080526935111,1.6053693767554271,2.6765893818892055
rei-HM,M,24,free swimming,11-2018,1.8132947589349346,1.7893421569530104,2.6491047329068134
rei-HM,M,9,free swimming,11-2018,1.443215727059848,1.4136930009066118,2.8329515993067473
rei-HM,M,49,free swimming,11-2018,1.2496593959250326,1.347139004740442,3.4083493953991715
rei-HM,M,3,free swimming,11-2018,1.430720068138711,1.4494865383228248,2.183495277480806
rei-HM,M,46,free swimming,11-2018,1.3846891879144367,1.547616624134715,3.306697163232393
rei-HM,M,55,free swimming,11-2018,1.6415761821719896,1.7084148536706603,2.9990467524559046
rei-HM,M,38,free swimming,11-2018,1.601017359882992,1.6112398083659898,2.8640845031168363
rei-HM,M,34,free swimming,11-2018,1.2510776533356132,1.430565449420456,2.777001907293415
rei-HM,M,27,free swimming,11-2018,1.5809429264554842,1.6639547598824667,3.1905335642939736
rei-HM,M,2,free swimming,11-2018,1.4089190011535038,1.4913391068502122,3.3296830460173976
rei-HM,M,42,free swimming,11-2018,1.2852048046497253,1.3911171626957002,2.9414059499943104
rei-HM,M,17,free swimming,11-2018,1.5254569296300136,1.5553133065550975,3.4239713227257296
rei-HM,M,81,free swimming,11-2018,1.6714544289477962,1.6701552399119803,3.026300477505997
rei-HM,M,90,free swimming,11-2018,1.4524739148068873,1.6203051946544798,4.050565937258625
rei-HM,M,6,free swimming,11-2018,1.47861847679886,1.457025413998769,2.588694920422495
rei-INT,F,60,motivated swimming,11-2018,1.1951519903575303,1.3428469585829768,2.6555150315674534
rei-INT,F,29,motivated swimming,11-2018,1.3000571334475304,1.5298441593412435,2.8266984903853682
rei-INT,F,13,motivated swimming,11-2018,1.4626957171049124,1.5429291393250701,3.394842101878508
rei-INT,F,4,motivated swimming,11-2018,1.4689907881182245,1.5667746066924098,2.893076268682253
rei-INT,F,17,motivated swimming,11-2018,1.6232365124007702,1.7235852780050966,3.0440622982967582
rei-INT,F,8,motivated swimming,11-2018,1.2071648850825076,1.2953090441150654,2.191829546167678
rei-INT,F,20,motivated swimming,11-2018,1.3044312048157656,1.5903519723336474,4.648300450593891
rei-INT,F,25,motivated swimming,11-2018,1.3362317096295682,1.3621115395855372,2.545879598378436
rei-INT,F,36,motivated swimming,11-2018,1.903901029620124,2.095167680568222,4.5217489762647585
rei-INT,F,21,motivated swimming,11-2018,1.6677532648830287,1.830592823233865,3.867532695447275
rei-INT,F,32,motivated swimming,11-2018,1.4569422839826704,1.6643950725277676,3.4666323793626073
rei-INT,F,90,motivated swimming,11-2018,1.7643995004955964,1.8164248898696258,4.412055081766439
rei-INT,F,10,motivated swimming,11-2018,1.2041325617994543,1.2434705254469405,2.3262125874451125
rei-INT,F,26,motivated swimming,11-2018,1.4672753965893917,1.8099296614299167,3.5670049983938035
rei-INT,F,35,motivated swimming,11-2018,1.1482362269114241,1.349516996211516,2.7968078517706614
rei-INT,F,11,motivated swimming,11-2018,1.5970043909744005,1.6709174701177263,3.055855418816215
rei-INT,F,22,motivated swimming,11-2018,1.0917519547030532,1.2231879951089637,2.422461819164413
rei-INT,F,31,motivated swimming,11-2018,1.763894133546354,1.6978557769453686,3.1311200852140137
rei-INT,F,14,motivated swimming,11-2018,1.3099667153561303,1.3335460651358368,2.1192740558250382
rei-INT,F,50,motivated swimming,11-2018,1.5694979265446216,1.6138145418840628,3.4575755800723984
rei-INT,F,3,motivated swimming,11-2018,1.6601325713531765,1.698123856252502,3.2810517415781097
rei-INT,F,1,motivated swimming,11-2018,1.1155435749145535,1.2221905312507872,2.64501692222047
rei-INT,F,18,motivated swimming,11-2018,2.170659666046184,2.253109914357808,4.960408485020263
rei-INT,F,15,motivated swimming,11-2018,1.3901404519178833,1.3488714633068408,2.7239253154988976
rei-INT,F,23,motivated swimming,11-2018,1.776435894550881,1.687217871945177,2.524746245290606
rei-INT,F,30,motivated swimming,11-2018,1.4816448475927895,1.574462413882327,3.145904466100145
rei-INT,F,27,motivated swimming,11-2018,1.5694298444852717,1.595078084119005,3.356498511612932
rei-INT,F,34,motivated swimming,11-2018,1.5591192628761308,1.6394554387694213,2.8561225575517457
rei-INT,F,80,motivated swimming,11-2018,1.812266097281854,1.9258605559346762,4.216251975740625
rei-INT,F,19,motivated swimming,11-2018,1.2753331436358697,1.4087297711811662,3.1171830398281273
rei-INT,F,38,motivated swimming,11-2018,1.2113078949631206,1.2215786532483568,2.272656375561347
rei-INT,F,2,motivated swimming,11-2018,1.3198904093202313,1.401590545154038,2.354521552047032
rei-INT,F,40,motivated swimming,11-2018,1.6156187972478937,1.6786361784918153,3.299950132534441
rei-INT,F,24,motivated swimming,11-2018,1.408248516101168,1.4594452320329745,2.5779507973261553
rei-INT,F,16,motivated swimming,11-2018,1.7611948079951913,1.8239066357824698,3.4347001291140082
rei-INT,F,9,motivated swimming,11-2018,1.9843051462620869,2.0817121616033303,4.5019188882111685
rei-INT,F,12,motivated swimming,11-2018,1.1428794559893767,1.2291243217631769,2.9996369910614806
rei-INT,F,5,motivated swimming,11-2018,1.4119225841280256,1.5345049033884535,2.988057364468416
rei-INT,F,28,motivated swimming,11-2018,1.9611377885295769,1.9801818657621846,5.013419368412073
rei-INT,F,70,motivated swimming,11-2018,1.7357592818364638,1.7526114605758363,2.950217394013259
rei-INT,F,33,motivated swimming,11-2018,1.602772388639899,1.6437150294135792,4.139755200333141
rei-INT,F,37,motivated swimming,11-2018,1.392964416453877,1.485876761031307,3.3399675613913486
rei-INT,M,60,motivated swimming,11-2018,1.6481743349549332,1.7704977077559552,3.687426603515104
rei-INT,M,29,motivated swimming,11-2018,1.792030733265484,1.8441545857727177,3.2401824733175144
rei-INT,M,8,motivated swimming,11-2018,1.9217194648962956,1.937775187661851,3.0989067842017506
rei-INT,M,12,motivated swimming,11-2018,1.94929443167133,2.0766963668864484,6.2009390840069365
rei-INT,M,20,motivated swimming,11-2018,1.2850695642203056,1.3553346068310048,2.749848960119096
rei-INT,M,13,motivated swimming,11-2018,1.6549753715440692,1.7997360346165512,3.684760679843962
rei-INT,M,25,motivated swimming,11-2018,1.6327507559208798,1.7151760663863704,3.834568924245887
rei-INT,M,2,motivated swimming,11-2018,1.5817805789916786,1.5616774421085864,2.4592177231771464
rei-INT,M,21,motivated swimming,11-2018,1.5532633846956132,1.711524316860099,4.524404092819966
rei-INT,M,32,motivated swimming,11-2018,1.7385213909596067,1.6955713472921954,2.8864914796904193
rei-INT,M,17,motivated swimming,11-2018,1.2158336484683836,1.3651672662518775,2.4929626490347934
rei-INT,M,90,motivated swimming,11-2018,1.4234718164024118,1.5071103624762752,2.771959487359843
rei-INT,M,10,motivated swimming,11-2018,1.4830175898452667,1.4740242946161755,2.378492815716466
rei-INT,M,26,motivated swimming,11-2018,1.2694672205801736,1.340290569796692,3.1495517929341914
rei-INT,M,1,motivated swimming,11-2018,1.3555258635842267,1.531199820584299,3.421701541106558
rei-INT,M,22,motivated swimming,11-2018,1.6796633786650204,1.8039163884250509,3.720233724579593
rei-INT,M,31,motivated swimming,11-2018,1.6440125330703501,1.8450191540012175,4.02246768379174
rei-INT,M,14,motivated swimming,11-2018,1.2890868528827761,1.5379679892827114,3.5497724004300375
rei-INT,M,50,motivated swimming,11-2018,0.9857739719663099,1.079870728105196,2.5482047342031735
rei-INT,M,7,motivated swimming,11-2018,1.5688539248378612,1.64218838201227,3.2539130013235575
rei-INT,M,5,motivated swimming,11-2018,1.5961241874333614,1.7028375257527546,2.8244994226114084
rei-INT,M,11,motivated swimming,11-2018,1.5033870553011923,1.4588223158961835,2.5560401286643266
rei-INT,M,18,motivated swimming,11-2018,1.3630076167415093,1.4905224460274284,4.05081255230328
rei-INT,M,15,motivated swimming,11-2018,1.6118596914622925,1.6675568075393317,3.032612418949797
rei-INT,M,23,motivated swimming,11-2018,1.7475682848917304,1.8444612646196406,4.511878141106101
rei-INT,M,30,motivated swimming,11-2018,1.8718828334737554,2.071584875259819,4.921535249156671
rei-INT,M,27,motivated swimming,11-2018,1.4333545529573284,1.634549690239328,4.454810523635173
rei-INT,M,34,motivated swimming,11-2018,1.4077953344519392,1.6255294125571247,3.2339580199343225
rei-INT,M,80,motivated swimming,11-2018,1.4752907500509695,1.6378882372546701,3.4575546890760647
rei-INT,M,19,motivated swimming,11-2018,1.5008837539628535,1.6529874850495154,3.630170366704044
rei-INT,M,4,motivated swimming,11-2018,1.7269857297061644,1.68544677347338,2.9541977392485856
rei-INT,M,6,motivated swimming,11-2018,1.636238574382183,1.7266483376229442,3.920700695021829
rei-INT,M,40,motivated swimming,11-2018,1.7178561625600872,1.8812152148573758,3.330202426111728
rei-INT,M,9,motivated swimming,11-2018,1.6130492746238607,1.8379887640903683,3.5614708924099348
rei-INT,M,28,motivated swimming,11-2018,1.485320875185291,1.6906632387143092,3.7266924400211314
rei-INT,M,70,motivated swimming,11-2018,1.296052290665378,1.493426470785717,4.202304418550355
rei-INT,M,16,motivated swimming,11-2018,1.585896252511368,1.7617659914155195,3.855566968792596
rei-INT,M,33,motivated swimming,11-2018,1.591595817044026,1.7598863997830656,3.7177692845628205
rei-INT,M,24,motivated swimming,11-2018,1.773817608095687,1.8070144626602138,3.485994662738538
rei-INT,M,3,motivated swimming,11-2018,1.3371325568262504,1.5020531102523451,3.112114325925969
rei-HT,F,55,motivated swimming,11-2018,1.1399029348844123,1.1986655468467413,2.129201524151449
rei-HT,F,44,motivated swimming,11-2018,1.633106028291453,1.6674732153298533,3.412165676783985
rei-HT,F,8,motivated swimming,11-2018,1.5331894619997701,1.4909110375992833,2.7939459067697974
rei-HT,F,61,motivated swimming,11-2018,1.446957718013147,1.51955979582094,3.2854946072076334
rei-HT,F,42,motivated swimming,11-2018,1.433439180248376,1.5153214800874315,2.817703306804807
rei-HT,F,49,motivated swimming,11-2018,1.501118162682071,1.5374269460067584,2.3823604491597465
rei-HT,F,57,motivated swimming,11-2018,1.4756537963782161,1.5756275645691864,2.8639122461996642
rei-HT,F,66,motivated swimming,11-2018,1.2880748478971336,1.2819272037893743,2.1107883986907834
rei-HT,F,40,motivated swimming,11-2018,2.2576297290854397,2.211229671893404,4.9012888059701964
rei-HT,F,26,motivated swimming,11-2018,1.2373966372674299,1.2947994816038209,2.0231096381307454
rei-HT,F,17,motivated swimming,11-2018,1.431272638861171,1.5912015621667757,4.368151711887446
rei-HT,F,23,motivated swimming,11-2018,1.6785382734346443,1.7905730848179349,3.1612279824146574
rei-HT,F,30,motivated swimming,11-2018,1.0371745469963263,1.0631110153346495,1.9173584910534638
rei-HT,F,21,motivated swimming,11-2018,1.1762004669158033,1.3368773296588212,2.650065286638508
rei-HT,F,59,motivated swimming,11-2018,1.4347538922621288,1.4799381221738628,2.9953706416843504
rei-HT,F,12,motivated swimming,11-2018,1.5676194350271135,1.7404803711874361,4.434272364931433
rei-HT,F,38,motivated swimming,11-2018,1.2476021436398745,1.292385167808935,2.5470216034771678
rei-HT,F,45,motivated swimming,11-2018,1.4621173013372197,1.54197281876895,3.6076187426728463
rei-HT,F,53,motivated swimming,11-2018,1.6565729946279208,1.7403281045397725,4.0824886405644225
rei-HT,F,51,motivated swimming,11-2018,1.750963084750767,1.8659264333103773,4.0745212177543895
rei-HT,F,13,motivated swimming,11-2018,1.2524029683751132,1.5166422715309218,3.261355358658193
rei-HT,F,15,motivated swimming,11-2018,1.3523804505692094,1.4667258508248988,2.9030855794985144
rei-HT,F,25,motivated swimming,11-2018,1.2588537274888487,1.4676095145008852,3.230155832147198
rei-HT,F,11,motivated swimming,11-2018,1.3254517069247829,1.372098746022774,2.469764631741152
rei-HT,F,70,motivated swimming,11-2018,1.5326070295411651,1.71170458290434,3.1762425103855776
rei-HT,F,34,motivated swimming,11-2018,1.1719858157736982,1.298657896931647,2.3423040723731052
rei-HT,F,19,motivated swimming,11-2018,1.5198208884482574,1.6561370709008325,3.0902029921719327
rei-HT,F,32,motivated swimming,11-2018,1.4429018509144091,1.5261940142011956,2.915010406430146
rei-HT,F,47,motivated swimming,11-2018,1.3455771009185415,1.5609208400572732,3.2212764660107505
rei-HT,F,3,motivated swimming,11-2018,1.2369671660351749,1.4187679461139378,3.105307547592795
rei-HT,F,36,motivated swimming,11-2018,1.5610575237610287,1.6324050191818822,3.189901020374144
rei-HT,F,91,motivated swimming,11-2018,1.6811414970969925,1.6877921485314529,3.130892811021909
rei-HT,F,10,motivated swimming,11-2018,1.239873933149987,1.3004527460312876,2.370757080619735
rei-HT,F,43,motivated swimming,11-2018,1.387196651493542,1.4592469256311684,2.942230876632098
rei-HT,F,50,motivated swimming,11-2018,1.6141756190774348,1.7428515454402356,3.8729602952625273
rei-HT,F,41,motivated swimming,11-2018,1.6457898925937926,1.6736885097912855,2.8412263550082244
rei-HT,F,18,motivated swimming,11-2018,1.7375885359155028,1.814090762490984,3.6317942434881756
rei-HT,F,24,motivated swimming,11-2018,1.5152085392070793,1.615564622397449,3.3401908786678227
rei-HT,F,22,motivated swimming,11-2018,1.8094944713782657,1.9313054823312932,4.320699544942732
rei-HT,F,29,motivated swimming,11-2018,1.5161666237396654,1.5882248425898213,3.4368278046232494
rei-HT,F,60,motivated swimming,11-2018,1.634903801080823,1.8184991545231162,3.8426145252613173
rei-HT,F,46,motivated swimming,11-2018,1.519484703874184,1.6507368748710887,3.2276598532909455
rei-HT,F,37,motivated swimming,11-2018,1.7334508979974186,1.8543904997039382,3.659307031299684
rei-HT,F,64,motivated swimming,11-2018,1.3863838248997271,1.462843038592385,3.0271761922288896
rei-HT,F,14,motivated swimming,11-2018,1.5375414773036016,1.5738831557319586,3.5173592492021206
rei-HT,F,58,motivated swimming,11-2018,1.3276164155427415,1.3912231306961866,2.485911553146477
rei-HT,F,5,motivated swimming,11-2018,1.379701860215389,1.3980153978420937,2.3156644831366355
rei-HT,F,54,motivated swimming,11-2018,1.9360387094737947,2.0172055458791096,3.7353706658331953
rei-HT,F,39,motivated swimming,11-2018,1.4988421349614374,1.624845245206181,4.552243283555846
rei-HT,F,52,motivated swimming,11-2018,1.4327629709407592,1.3408793164758022,2.221241989144414
rei-HT,F,56,motivated swimming,11-2018,1.4342649946923864,1.5046909912945003,2.8081393658102067
rei-HT,F,67,motivated swimming,11-2018,1.2817062013658673,1.327210223402902,1.952944730750254
rei-HT,F,27,motivated swimming,11-2018,1.491802697688106,1.4322760132639751,2.597110184829985
rei-HT,F,16,motivated swimming,11-2018,1.5239148192334198,1.4856117375457234,3.181055787793646
rei-HT,F,33,motivated swimming,11-2018,1.4694993475226905,1.548255978626419,3.5389377020649504
rei-HT,F,31,motivated swimming,11-2018,1.4386762316914699,1.5312933944869682,3.3026357201848158
rei-HT,F,20,motivated swimming,11-2018,1.5270299538136909,1.7822109630657368,3.366401039842034
rei-HT,F,2,motivated swimming,11-2018,1.2462421699597024,1.3733559504528114,2.8927053791587234
rei-HT,F,9,motivated swimming,11-2018,1.3927495723953243,1.4710771483178422,3.0966014517812006
rei-HT,F,35,motivated swimming,11-2018,1.4173798477273976,1.473979760995783,2.579962158697722
rei-HT,F,48,motivated swimming,11-2018,1.1227999540017821,1.1575775656148695,1.983932188290353
rei-HT,F,63,motivated swimming,11-2018,1.6778632304155379,1.6024758202529954,2.176781044358517
rei-HT,F,90,motivated swimming,11-2018,2.001536515666791,2.0193655992219366,5.228029047042243
rei-HT,F,81,motivated swimming,11-2018,1.6365187592338608,1.790915147369084,3.6635635636523727
rei-HT,F,1,motivated swimming,11-2018,1.0390547970516697,1.2108550158441445,2.6427671977217337
rei-HT,F,6,motivated swimming,11-2018,1.512524844583564,1.5657033354179513,3.0888421263418158
rei-HT,F,62,motivated swimming,11-2018,0.9617191166655785,1.1613043525525195,2.646019098206932
rei-HT,F,7,motivated swimming,11-2018,1.5024811424834756,1.5665573428881898,2.3554254073425307
rei-HT,F,71,motivated swimming,11-2018,1.6385406847484991,1.7953665072027525,3.2995060876419666
rei-HT,F,65,motivated swimming,11-2018,1.372132060411043,1.514166099725057,2.8814030829792974
rei-HT,F,4,motivated swimming,11-2018,1.0812994844417734,1.1823618050868387,2.9160411315285097
rei-HT,F,80,motivated swimming,11-2018,1.2641688222358503,1.4343379356866328,3.125540380325921
rei-HT,M,25,motivated swimming,11-2018,1.8163341668571167,1.8197210361256648,3.5134278353453725
rei-HT,M,38,motivated swimming,11-2018,1.4918211121478469,1.549956615243079,2.708497927647024
rei-HT,M,61,motivated swimming,11-2018,1.1523246188728682,1.296678206164491,2.6051299952802185
rei-HT,M,12,motivated swimming,11-2018,1.8058093571863223,1.8511055978375246,3.356367918369327
rei-HT,M,19,motivated swimming,11-2018,1.549896362484907,1.6167686437358413,3.1004871268372476
rei-HT,M,29,motivated swimming,11-2018,1.438977281184333,1.5259702383762241,2.716111648777786
rei-HT,M,18,motivated swimming,11-2018,1.2408808222692038,1.3379983239728166,2.4947092707153233
rei-HT,M,90,motivated swimming,11-2018,1.7222895873809314,1.854809546552839,3.344953477555523
rei-HT,M,22,motivated swimming,11-2018,1.377770620480986,1.6952798114196508,4.013290030954817
rei-HT,M,13,motivated swimming,11-2018,1.3537899834341434,1.3906454691464625,2.6794544392769435
rei-HT,M,42,motivated swimming,11-2018,1.8250879242296474,1.816576050090176,3.6989339116477526
rei-HT,M,8,motivated swimming,11-2018,1.368314266384458,1.4394744465027256,2.7008213386928253
rei-HT,M,15,motivated swimming,11-2018,1.9404571583487207,2.010341926007765,4.54251470978155
rei-HT,M,21,motivated swimming,11-2018,1.4554175486185614,1.547437209807374,3.253976770699283
rei-HT,M,23,motivated swimming,11-2018,1.701715088592516,1.9104343172610303,4.356513270111196
rei-HT,M,30,motivated swimming,11-2018,1.2662958086772615,1.3667586164104044,2.7222525489316425
rei-HT,M,32,motivated swimming,11-2018,1.4402648913705398,1.4940546255543652,3.212205623276719
rei-HT,M,4,motivated swimming,11-2018,1.4485062491133842,1.4957969252209726,2.4989108949074126
rei-HT,M,17,motivated swimming,11-2018,1.818808403208654,1.8733572800685576,5.23014718686924
rei-HT,M,33,motivated swimming,11-2018,1.4595276497647065,1.5123283435944495,2.9529112856267874
rei-HT,M,91,motivated swimming,11-2018,1.6381028490526166,1.7767276084394095,4.068074353724886
rei-HT,M,10,motivated swimming,11-2018,1.727216524205264,1.83478278596422,3.0403229825325004
rei-HT,M,26,motivated swimming,11-2018,1.4143773809171267,1.588183617085211,3.271779263524292
rei-HT,M,20,motivated swimming,11-2018,1.5716646213921825,1.6554665047230221,3.2951779799704215
rei-HT,M,16,motivated swimming,11-2018,1.6177656122786028,1.8245449312129567,3.4929124768788617
rei-HT,M,31,motivated swimming,11-2018,2.26260762582228,2.333953528023457,4.358523565350843
rei-HT,M,14,motivated swimming,11-2018,1.5687535194678635,1.6438981578969425,3.2789549259724606
rei-HT,M,28,motivated swimming,11-2018,1.1965739163816127,1.3354959080443836,3.0691692378167597
rei-HT,M,35,motivated swimming,11-2018,1.2242290729029266,1.3116064017088878,2.8596925721603768
rei-HT,M,9,motivated swimming,11-2018,1.2816363143411156,1.2760936449870661,2.142015927637
rei-HT,M,51,motivated swimming,11-2018,1.6470307389215395,1.7620513530912236,2.9667481673904392
rei-HT,M,80,motivated swimming,11-2018,1.6703578527711345,1.899853455156369,4.050489539179237
rei-HT,M,60,motivated swimming,11-2018,1.644546422720615,1.795661254144703,3.2994465386832834
rei-HT,M,11,motivated swimming,11-2018,1.0601834047495349,1.211546285474298,2.770685420008979
rei-HT,M,39,motivated swimming,11-2018,1.135558890546188,1.343198878573362,3.406664466526715
rei-HT,M,5,motivated swimming,11-2018,1.3815096520103736,1.5182256509297363,3.2899083691203814
rei-HT,M,27,motivated swimming,11-2018,1.1327290462620483,1.163766545248229,2.0215044392306933
rei-HT,M,81,motivated swimming,11-2018,1.7604681790006445,1.8732242382016968,3.6689292124955357
rei-HT,M,40,motivated swimming,11-2018,1.6909815085416193,1.8041338808719898,3.002018769652887
rei-HT,M,6,motivated swimming,11-2018,1.4903191804065645,1.5748837825477016,3.0677708707000324
rei-HT,M,2,motivated swimming,11-2018,1.600795441844367,1.6166782315428367,3.0321933680811712
rei-HT,M,50,motivated swimming,11-2018,1.802759773393091,1.9297257856807248,4.232867950576306
rei-HT,M,70,motivated swimming,11-2018,1.69226902257597,1.7401464156393818,3.5801207235241055
rei-HT,M,41,motivated swimming,11-2018,1.3697440909085672,1.3985427505582828,2.212915842772543
rei-HT,M,36,motivated swimming,11-2018,1.3322034244600207,1.4240809623944157,2.5103426818234356
rei-HT,M,7,motivated swimming,11-2018,1.3525857565903978,1.435942407100048,3.27958790066895
rei-HT,M,37,motivated swimming,11-2018,1.1730573333449579,1.2891825974429496,2.9762708502950885
rei-HT,M,71,motivated swimming,11-2018,1.6306839525448857,1.7543535271631139,3.294933876888513
rei-HT,M,34,motivated swimming,11-2018,1.3703631736768713,1.4592517385846406,3.3905411507402428
rei-HT,M,3,motivated swimming,11-2018,1.4526195086445655,1.5777421574712263,2.7287332816995145
rei-HT,M,24,motivated swimming,11-2018,1.6116800658961485,1.650315933895358,3.1371317573061592
rei-HM,F,50,motivated swimming,11-2018,1.5053724463216538,1.5925293233559674,3.8949915796591164
rei-HM,F,91,motivated swimming,11-2018,1.5054863873697197,1.5983863035883286,3.3328924024351587
rei-HM,F,31,motivated swimming,11-2018,1.2882227606783234,1.3870072218863816,2.8726783349393505
rei-HM,F,22,motivated swimming,11-2018,1.2742732571405158,1.4326732727987472,3.272612250024764
rei-HM,F,35,motivated swimming,11-2018,1.50957955556205,1.5401274854320512,2.9282257988590823
rei-HM,F,26,motivated swimming,11-2018,1.633073627380574,1.6984826542208724,3.167148825296756
rei-HM,F,6,motivated swimming,11-2018,1.4087428350046152,1.4614719603094788,3.051854169848813
rei-HM,F,10,motivated swimming,11-2018,1.8052788923901724,1.885949043500635,3.649078209896625
rei-HM,F,12,motivated swimming,11-2018,1.311581292330107,1.4183491566353563,3.022082391054795
rei-HM,F,51,motivated swimming,11-2018,1.5894138275826812,1.691155758393825,3.596867260759604
rei-HM,F,16,motivated swimming,11-2018,1.3320908921172583,1.5241726703755012,2.9193296392475654
rei-HM,F,11,motivated swimming,11-2018,1.5744379815686758,1.6680321192747536,3.340655775945834
rei-HM,F,2,motivated swimming,11-2018,1.1781249457130478,1.267699348424402,2.9097105848026588
rei-HM,F,80,motivated swimming,11-2018,1.2857888624283178,1.56869074970961,3.5647161790204835
rei-HM,F,90,motivated swimming,11-2018,1.7918099949288009,1.8911191901026898,3.45082908733107
rei-HM,F,15,motivated swimming,11-2018,1.645341246784351,1.7846381041852852,3.295371302201255
rei-HM,F,29,motivated swimming,11-2018,1.973211863327419,2.0257712305241067,4.789122973908813
rei-HM,F,21,motivated swimming,11-2018,1.1278883016432903,1.4068717844260372,3.00788776455663
rei-HM,F,13,motivated swimming,11-2018,1.3648481028291064,1.5310708883436084,4.246756645869553
rei-HM,F,7,motivated swimming,11-2018,1.4119685573608929,1.4723171426281991,2.9730953118301167
rei-HM,F,40,motivated swimming,11-2018,1.1406632219109536,1.27943177861587,3.0647428537360657
rei-HM,F,32,motivated swimming,11-2018,1.7191955906678857,1.8580379976893153,3.743437990401877
rei-HM,F,19,motivated swimming,11-2018,1.1294191871889223,1.2738421351780085,3.0211960355265246
rei-HM,F,36,motivated swimming,11-2018,1.1093958033897469,1.327160327162673,2.819565247136845
rei-HM,F,25,motivated swimming,11-2018,1.6470708726977614,1.7709594707112681,3.3162368100784283
rei-HM,F,17,motivated swimming,11-2018,1.3853768953819692,1.4919210874637203,3.056989016209882
rei-HM,F,3,motivated swimming,11-2018,1.3612735281051043,1.47146925381559,2.9381742308216543
rei-HM,F,14,motivated swimming,11-2018,1.4118927712066647,1.486512723638158,3.035688116481932
rei-HM,F,28,motivated swimming,11-2018,1.7705033854759562,1.9283507129138946,5.058203780720866
rei-HM,F,71,motivated swimming,11-2018,1.6463174170926564,1.8400820590182694,4.066650393566707
rei-HM,F,70,motivated swimming,11-2018,1.788401193398741,2.0012863167313713,4.246394359140219
rei-HM,F,4,motivated swimming,11-2018,1.8489298835957733,1.7829542942961247,3.0660566236747497
rei-HM,F,18,motivated swimming,11-2018,1.3234077206845731,1.439634720054677,2.7085937816587995
rei-HM,F,37,motivated swimming,11-2018,1.2069646077350116,1.4369762100137773,3.3016916022094405
rei-HM,F,24,motivated swimming,11-2018,1.3697611398497485,1.4594970924546145,2.9920104692509835
rei-HM,F,33,motivated swimming,11-2018,1.5071326008449315,1.5789733750977193,3.1794954233934334
rei-HM,F,20,motivated swimming,11-2018,1.4972788321366326,1.5880818333988613,3.044608252885631
rei-HM,F,30,motivated swimming,11-2018,1.326366016880077,1.4961664126282161,3.4821556527196416
rei-HM,F,8,motivated swimming,11-2018,1.8105429192809448,1.9450834638344348,3.901637051782496
rei-HM,F,5,motivated swimming,11-2018,1.7620446877823732,1.8534583645385931,3.9182196195130112
rei-HM,F,34,motivated swimming,11-2018,1.5496562558228921,1.6639411946151426,3.327382476720145
rei-HM,F,27,motivated swimming,11-2018,1.5010531210750988,1.7154100968032195,3.699786365408527
rei-HM,F,23,motivated swimming,11-2018,1.3495553253119281,1.4483465541581884,3.039793115462336
rei-HM,F,81,motivated swimming,11-2018,1.477011779584644,1.6465429939547742,4.195276043705239
rei-HM,F,9,motivated swimming,11-2018,1.3560549819362575,1.4211685497904265,2.7880964847403265
rei-HM,F,60,motivated swimming,11-2018,1.6159279721911843,1.7743118930977888,3.465240259098383
rei-HM,F,1,motivated swimming,11-2018,1.4261727970041598,1.492082279029126,2.8805452815641686
rei-HM,F,41,motivated swimming,11-2018,1.7128418041830527,1.7887897096185197,3.7856091751773335
rei-HM,M,8,motivated swimming,11-2018,1.4783186357186204,1.5847506341258355,2.7368255785373288
rei-HM,M,30,motivated swimming,11-2018,1.9093870618971267,2.0284613871121784,4.160989917459871
rei-HM,M,52,motivated swimming,11-2018,1.6234128515637534,1.730325257090774,3.2202800946323893
rei-HM,M,14,motivated swimming,11-2018,1.553707814157053,1.6553741410041811,3.186755762712767
rei-HM,M,36,motivated swimming,11-2018,1.911486300407144,1.8829313341804648,3.4528927887194714
rei-HM,M,27,motivated swimming,11-2018,1.4031790350953526,1.4766231273767345,3.291528470693465
rei-HM,M,40,motivated swimming,11-2018,1.843993596419373,2.01144540890373,4.267040471690384
rei-HM,M,31,motivated swimming,11-2018,1.698274473435615,1.8173196144687096,3.015600884226865
rei-HM,M,12,motivated swimming,11-2018,1.3685403142474946,1.40745423446052,3.2939159215016303
rei-HM,M,48,motivated swimming,11-2018,1.3650742841713195,1.662048237766339,3.9592897997811143
rei-HM,M,55,motivated swimming,11-2018,1.6499642238780852,1.6997452774153272,3.0644889022652677
rei-HM,M,21,motivated swimming,11-2018,1.6909815117242624,1.730580495100741,3.615262934317691
rei-HM,M,11,motivated swimming,11-2018,1.7135280571940743,1.853832732706721,4.020643761641043
rei-HM,M,10,motivated swimming,11-2018,1.0527668090521975,1.1601524886572079,2.742597716179195
rei-HM,M,61,motivated swimming,11-2018,1.7961432548354832,1.9342722449553136,4.604600847204465
rei-HM,M,17,motivated swimming,11-2018,1.5662216052170206,1.6055456670656265,3.007462150453741
rei-HM,M,44,motivated swimming,11-2018,1.7259869693201513,1.6224298148439644,2.4723917231517296
