genotype,sex,animalNo,expType,birthDate,thrust_mean_m/s,slip_mean_m/s,yaw_mean_m/s,thrust_median_m/s,slip_median_m/s,yaw_median_m/s,cruising_thrust_mean_m/s,cruising_slip_mean_m/s,cruising_yaw_mean_m/s,cruising_thrust_median_m/s,cruising_slip_median_m/s,cruising_yaw_median_m/s,activity_duration_s,activity_fraction,sec_to_first_stop,torque
rei-INT,M,8,free swimming,11-2018,0.048390942063526274,0.018125332478795185,111.65548445743255,0.0444822832347222,0.00407710280989885,23.418289133530834,0.050001736563152974,0.018875856449972313,116.9109151843143,0.0459333800005139,0.004146842341771199,24.100629068581014,28.1167902,0.9431833445265279,29.8025163,0.0021020859531395604
rei-INT,M,12,free swimming,11-2018,0.03263813333943919,0.01392633405681236,145.51160081771587,0.00574326199572085,0.001202673486751,4.500137699176321,0.08071230341940197,0.035704393802306306,382.5116764626784,0.0748653817101827,0.020560645812864098,160.06735952584563,11.260900799999979,0.37527078820196635,11.380910399999978,0.0007786262857497857
rei-INT,M,20,free swimming,11-2018,0.03549250972108288,0.006881635621132054,41.113976043179925,0.0340344923800959,0.00226491443773195,14.261227587428493,0.04162152883115012,0.00811857430963199,49.53704845049737,0.03978005607544415,0.0025001602321343,17.172209622742685,22.47560640000004,0.7495417430428262,29.920838400000054,0.002565722506797211
rei-INT,M,13,free swimming,11-2018,0.0322401273207669,0.007543071147786411,45.556126672250365,0.02646033426139445,0.0016617245901568499,7.787952697917855,0.04963163755878641,0.012175254835370013,76.47493408130032,0.0412251163370304,0.0025983673409532,14.092506662427695,16.174698999999993,0.5387435427428762,30.012996999999988,0.0034093077056185244
rei-INT,M,25,free swimming,11-2018,0.11958002696900873,0.027722579756451513,197.6131493778883,0.1036714024816926,0.00653771020772885,54.58357693111395,0.12309985015262992,0.028561804392053223,203.739200000636,0.1079814414117701,0.0068590688476431,58.53821652876832,28.993115799999973,0.9660056657223796,30.003398599999972,0.0023231276416484955
rei-INT,M,2,free swimming,11-2018,0.057177136853136246,0.014584331723996343,110.97412584741735,0.0518415056991368,0.0028405595634485,19.378587617580934,0.05860076833423806,0.015033896805440981,114.63997793911757,0.0533408062636944,0.0029191206592815,19.87917971901773,28.19624389999996,0.9611504907306434,29.311936999999958,0.0028390313453030736
rei-INT,M,21,free swimming,11-2018,0.06023885693317038,0.01754468553922115,115.17159536596498,0.0587642298460536,0.00578383567076035,37.903404634670345,0.060338838129722724,0.017570165981521994,115.36668701719299,0.0588281388124976,0.0057813256954143,37.92205879647952,29.92440149999994,0.997333777703716,29.98940019999994,0.0017303525940012357
rei-INT,M,32,free swimming,11-2018,0.034571682629495955,0.013572842600777402,94.16772417549822,0.03212084232924195,0.00343367677158475,20.126273615460377,0.04068973359582889,0.017093521525083928,121.41039668958796,0.0381049747230564,0.0041458769506035,29.63222748780936,22.187897599999967,0.7397100483252791,29.885433599999956,0.0015973896704204738
rei-INT,M,17,free swimming,11-2018,0.1389851206519735,0.03861279300490492,290.8753423606822,0.11347278448616316,0.01707612530271695,128.71533284930052,0.15133914455563854,0.04224381567384027,318.31316741701073,0.12647838431445618,0.02235219262233655,164.4150189409487,27.314695199999985,0.9108481919680054,29.96820839999998,0.0012261552231463066
rei-INT,M,90,free swimming,11-2018,0.04070441037657968,0.015994733839580676,93.23414478888161,0.037364540074050545,0.0029923460133077,15.323777128016314,0.046004130630171315,0.018804776674389338,110.94548106559287,0.0429547775727092,0.0039890409974299,22.01863778004736,24.583355499999985,0.8190301616397268,29.960182999999983,0.0023386223832826346
rei-INT,M,10,free swimming,11-2018,0.05336635521597734,0.013756715993693104,95.91167466750493,0.0463423220103309,0.0031946936980757,16.576893108691593,0.05687207290181518,0.014796408587846834,104.02633436616478,0.04917040846066935,0.0034372875096343,18.233819148662178,27.190480000000054,0.9081196581196581,29.929521000000058,0.0029122076542860515
rei-INT,M,26,free swimming,11-2018,0.053059731596506815,0.013308265363317714,78.40467778567805,0.0502956869648732,0.0022615779881849504,15.064143482033998,0.055257745713615164,0.013932027664107154,82.49621409577588,0.05233609468030845,0.0022982182692951,15.485018313813725,28.08807420000007,0.9368438593567738,29.956615600000074,0.0032450211507460574
rei-INT,M,1,free swimming,11-2018,0.04987911795454906,0.019265470631249823,120.13819907133465,0.0444188824661406,0.0042300746099135,27.190539457272678,0.05711134877610044,0.02229883352448331,140.45547488294875,0.05021762790410005,0.00489774974671865,34.20682979531264,24.4481398,0.8304601601737478,29.4033038,0.0018016876728184264
rei-INT,M,22,free swimming,11-2018,0.08863027714194546,0.019851777155947745,136.33040498337996,0.0479141555598865,0.00351627665854165,20.875265792142272,0.12142570050858617,0.02707295506306931,187.93139635619318,0.0748039685190692,0.0068003194349191,51.100542511414915,21.206182199999958,0.7068821863022829,29.079764699999945,0.002041146122169892
rei-INT,M,31,free swimming,11-2018,0.1717037838862149,0.04977542937268327,465.8981337587922,0.1546207184881238,0.02719212415141215,181.02041903410964,0.1742107726037107,0.05054071444533069,473.2444851000507,0.15696868657339114,0.028014172115618602,186.72031100213644,29.511143999999945,0.9838360273287785,29.986001499999944,0.0010410753631842902
rei-INT,M,14,free swimming,11-2018,0.0973380619798994,0.031095624594200125,208.074488441985,0.07576568371464559,0.0101236355795698,63.061759995099465,0.11559443392283231,0.03707357842771609,249.2029774436109,0.096726443672997,0.0213473088175195,120.6029647583815,24.829468499999976,0.827362106315614,30.00039909999997,0.0011554034087283749
rei-INT,M,50,free swimming,11-2018,0.03614075372244826,0.010797892294122844,60.23476050197841,0.0350993194727343,0.0041580007605956995,19.806946878514964,0.04192239544836231,0.012368965620604208,71.60585178625436,0.0401531099814212,0.0043000593502007505,22.74391611720148,23.300952000000013,0.7758706882186303,30.011986500000017,0.0020519017299872972
rei-INT,M,7,free swimming,11-2018,0.07194991438622211,0.02295594729507758,167.48473718226825,0.0609830172978075,0.0046414025883253,37.26157338145697,0.07459289161837074,0.02382543001290435,174.46264609495077,0.06322976294394994,0.0048141248161698,38.86684002531027,28.458307200000046,0.9528655597214784,29.85802720000005,0.001884930491784443
rei-INT,M,5,free swimming,11-2018,0.06784240011134723,0.021456340991047047,151.65565801029456,0.0547298278546689,0.0045042970004499,29.315957312228136,0.08254192098879701,0.02640852909580814,187.82700068776373,0.0706716600978422,0.0063125526102542,46.55624398660052,23.958009000000022,0.7983742004264393,29.944512000000028,0.0017978529496338739
rei-INT,M,11,free swimming,11-2018,0.06118572698653718,0.017544461478954474,133.25712104009946,0.038512141045155296,0.00164853815911315,10.82685929366587,0.105863856703042,0.03051849257902426,232.82015337295226,0.0885327802620411,0.0111906563880993,93.05942567339116,17.01261789999999,0.5670721546408932,17.21258989999999,0.0013183129843815117
rei-INT,M,18,free swimming,11-2018,0.03460122428531733,0.007791949961794355,64.8092185085736,0.0317988024924,0.0022236312911542502,9.538533434584906,0.04113156175723562,0.009341836204949137,84.0885542869327,0.0382438969412844,0.00239407013319605,13.646551572989551,21.94403519999997,0.7308781869688386,29.99918719999996,0.0034914120635598893
rei-INT,M,15,free swimming,11-2018,0.06685947883943413,0.014000204887622936,74.79135283839886,0.0667799674769884,0.0036110734277184997,22.721638744390482,0.06769170901092865,0.014148551313964749,75.78164847565064,0.0672508002195189,0.0036695518107857,23.25257601162889,29.50381979999997,0.9833361106482253,29.98880039999997,0.0032037432654595252
rei-INT,M,23,free swimming,11-2018,0.040035062957125105,0.011194726494812464,85.19187817244843,0.02676991556098285,0.0021731434946799,12.22226360730474,0.06001010172332132,0.01792643908993212,139.24485987127724,0.0470114751131854,0.0039787683356055,25.85972024067189,17.076115800000018,0.5694050991501416,29.239787400000033,0.002314770959694749
rei-INT,M,30,free swimming,11-2018,0.11883249217176753,0.036083246084551,310.4728451236944,0.11655871937675374,0.01626844252958095,143.30289731466905,0.1477060097935987,0.04500633853964088,387.7845167083246,0.14071401072758524,0.02867669798730925,257.91297425648736,23.92521400000004,0.7975337443759374,24.03019300000004,0.0007195096244912655
