,saccade_peak_s,saccade_start_idx,sacc_peak_idx,saccade_stop_idx,amplitude_deg,top_speed_degPs,saccade_duration_s,direction,id,category,Bodypart,abs_speed_degPs,median_abs_rot_vel_degPs,median_translational_vel_mPs
49,4.4,105,110.0,113,-2867.3531088240275,-297.39249168536,0.314002717502604,left,32,free,head,297.39249168536,122.98304255385233,4.067910912555091
50,4.84,121,121.0,122,-634.4337785785007,-276.8239580515877,0.05721953580212528,left,32,free,head,276.8239580515877,265.06692130707813,6.0481162731088505
51,5.12,117,128.0,141,-21009.780765745047,-870.6284156756265,0.9352501944667432,left,32,free,head,870.6284156756265,276.8239580515877,0.0006126868216053882
52,6.04,146,151.0,158,6199.385104465401,436.21319747746685,0.45198101530881674,right,32,associated,head,436.21319747746685,225.80459976201013,4.243106493904329
53,5.72,133,143.0,152,-9808.168069626778,-491.64712267998345,0.7527490206451626,left,43,associated,head,491.64712267998345,172.22229007866207,0.41103274636480236
54,6.32,154,158.0,163,8488.593618086677,448.72947168283963,0.36293112541460004,right,43,free,head,448.72947168283963,420.9402816917393,0.19123908160364655
55,6.84,152,171.0,180,27986.51397176838,943.9651343758261,1.0970389143916328,right,43,free,head,943.9651343758261,416.41650009209883,0.1278877365534819
56,7.48,181,187.0,196,-1134.0211859253693,-260.70593162914963,0.5674767933611247,left,43,free,head,260.70593162914963,105.61318979389398,0.0802728493276617
57,4.96,94,124.0,131,-9922.296451551283,-422.74989032180497,1.5027085618585494,left,47,free,head,422.74989032180497,64.20994499789465,0.686260916596514
58,5.52,133,138.0,141,3990.343523007174,354.1601193673914,0.31837963268355113,right,47,free,head,354.1601193673914,191.97638950739986,0.3110458297583686
59,5.96,142,149.0,160,-16478.490618144893,-905.1025444382042,0.7266065446430616,left,47,associated,head,905.1025444382042,302.55479975440664,0.5049964324792912
60,0.36,5,9.0,28,8387.533770305969,660.8148511793926,0.926141686278614,right,52,associated,head,660.8148511793926,411.32827902949805,0.050570859400726996
61,0.56,12,14.0,15,4136.651109792485,617.4201100381703,0.11849561413634958,right,52,associated,head,617.4201100381703,601.8926621756948,0.01165807099738854
62,0.88,19,22.0,28,-6517.915043539036,-497.1181936538489,0.354167113578424,left,52,free,head,497.1181936538489,293.68780445053204,0.022456915343115592
