mechanic,final_infected_count
CI+ER+IE,5384
CI+ER+IE,5510
CI+ER+IE,4501
CI+ER+IE,6483
CI+ER+IE,7526
CI+ER+IE,5038
CI+ER+IE,5340
CI+ER+IE,9285
CI+ER+IE,15145
CI+ER+IE,9162
CI+ER+IE,5195
CI+ER+IE,13320
CI+ER+IE,4346
CI+ER+IE,2463
CI+ER+IE,6599
CI+ER+IE,8802
CI+ER+IE,3694
CI+ER+IE,5576
CI+ER+IE,3924
CI+ER+IE,5977
CI+ER+IE,5908
CI+ER+IE,9422
CI+ER+IE,13666
CI+ER+IE,7382
CI+ER+IE,3757
CI+ER+IE,3214
CI+ER+IE,6967
CI+ER+IE,3724
CI+ER+IE,7694
CI+ER+IE,7156
CI+ER+IE,10273
CI+ER+IE,11367
CI+ER+IE,4680
CI+ER+IE,6178
CI+ER+IE,11470
CI+ER+IE,7229
CI+ER+IE,12328
CI+ER+IE,112
CI+ER+IE,7747
CI+ER+IE,504
CI+ER+IE,5376
CI+ER+IE,9619
CI+ER+IE,9134
CI+ER+IE,7951
CI+ER+IE,7583
CI+ER+IE,14228
CI+ER+IE,7598
CI+ER+IE,4834
CI+ER+IE,6686
CI+ER+IE,9468
CI+ER+IE,8017
CI+ER+IE,10128
CI+ER+IE,6102
CI+ER+IE,5842
CI+ER+IE,3389
CI+ER+IE,6638
CI+ER+IE,7928
CI+ER+IE,4465
CI+ER+IE,10583
CI+ER+IE,4313
CI+ER+IE,1871
CI+ER+IE,5838
CI+ER+IE,9188
CI+ER+IE,6861
CI+ER+IE,6862
CI+ER+IE,4586
CI+ER+IE,8099
CI+ER+IE,7180
CI+ER+IE,5537
CI+ER+IE,6026
CI+ER+IE,7332
CI+ER+IE,6385
CI+ER+IE,4694
CI+ER+IE,6094
CI+ER+IE,7590
CI+ER+IE,4976
CI+ER+IE,7956
CI+ER+IE,10892
CI+ER+IE,4743
CI+ER+IE,9734
CI+ER+IE,5197
CI+ER+IE,3826
CI+ER+IE,4569
CI+ER+IE,5885
CI+ER+IE,5314
CI+ER+IE,7190
CI+ER+IE,7556
CI+ER+IE,2728
CI+ER+IE,5291
CI+ER+IE,5980
CI+ER+IE,6778
CI+ER+IE,3066
CI+ER+IE,4730
CI+ER+IE,6184
CI+ER+IE,5876
CI+ER+IE,7927
CI+ER+IE,7024
CI+ER+IE,8974
CI+ER+IE,8114
CI+ER+IE,7797
CI+ER+IE,2160
CI+ER+IE,7492
CI+ER+IE,5656
CI+ER+IE,4436
CI+ER+IE,9548
CI+ER+IE,10664
CI+ER+IE,4836
CI+ER+IE,13684
CI+ER+IE,10375
CI+ER+IE,7898
CI+ER+IE,5959
CI+ER+IE,3394
CI+ER+IE,5168
CI+ER+IE,9510
CI+ER+IE,2439
CI+ER+IE,10453
CI+ER+IE,7329
CI+ER+IE,4628
CI+ER+IE,2892
CI+ER+IE,3116
CI+ER+IE,6803
CI+ER+IE,4395
CI+ER+IE,11366
CI+ER+IE,4641
CI+ER+IE,10863
CI+ER+IE,5522
CI+ER+IE,6517
CI+ER+IE,8651
CI+ER+IE,3967
CI+ER+IE,9412
CI+ER+IE,9111
CI+ER+IE,11653
CI+ER+IE,11983
CI+ER+IE,590
CI+ER+IE,12094
CI+ER+IE,5769
CI+MK+ER+IE,11758
CI+MK+ER+IE,14272
CI+MK+ER+IE,16010
CI+MK+ER+IE,9572
CI+MK+ER+IE,12403
CI+MK+ER+IE,11500
CI+MK+ER+IE,11590
CI+MK+ER+IE,12374
CI+MK+ER+IE,15753
CI+MK+ER+IE,10953
CI+MK+ER+IE,9936
CI+MK+ER+IE,14840
CI+MK+ER+IE,11901
CI+MK+ER+IE,11693
CI+MK+ER+IE,9788
CI+MK+ER+IE,17444
CI+MK+ER+IE,15277
CI+MK+ER+IE,13208
CI+MK+ER+IE,12639
CI+MK+ER+IE,16239
CI+MK+ER+IE,15056
CI+MK+ER+IE,14996
CI+MK+ER+IE,7817
CI+MK+ER+IE,11382
CI+MK+ER+IE,15458
CI+MK+ER+IE,14989
CI+MK+ER+IE,16600
CI+MK+ER+IE,12284
CI+MK+ER+IE,15264
CI+MK+ER+IE,16488
CI+MK+ER+IE,17553
CI+MK+ER+IE,15302
CI+MK+ER+IE,12396
CI+MK+ER+IE,14447
CI+MK+ER+IE,12472
CI+MK+ER+IE,11721
CI+MK+ER+IE,14917
CI+MK+ER+IE,9886
CI+MK+ER+IE,6087
CI+MK+ER+IE,3573
CI+MK+ER+IE,15702
CI+MK+ER+IE,14109
CI+MK+ER+IE,12030
CI+MK+ER+IE,8923
CI+MK+ER+IE,8099
CI+MK+ER+IE,12679
CI+MK+ER+IE,11025
CI+MK+ER+IE,12637
CI+MK+ER+IE,10262
CI+MK+ER+IE,9197
CI+MK+ER+IE,14839
CI+MK+ER+IE,14632
CI+MK+ER+IE,14197
CI+MK+ER+IE,14979
CI+MK+ER+IE,10869
