mechanic,replicate,final_infection_rate
MK+IE,191,0.6703
MK+IE,192,0.437522
MK+IE,193,0.48225
MK+IE,194,0.513501
MK+IE,195,0.48535
MK+IE,196,0.39422
MK+IE,197,0.064285
MK+IE,198,0.490849
MK+IE,199,0.6999
MK+ER,0,0.13121
MK+ER,1,0.498225
MK+ER,2,0.12134
MK+ER,3,0.286265
MK+ER,4,0.656033
MK+ER,5,0.35
MK+ER,6,0.286315
MK+ER,7,0.4314
MK+ER,8,0.443405
MK+ER,9,0.397589
MK+ER,10,0.381745
MK+ER,11,0.623475
MK+ER,12,0.345644
MK+ER,13,0.107782
MK+ER,14,0.444917
MK+ER,15,0.43725
MK+ER,16,0.6342
MK+ER,17,0.463246
MK+ER,18,0.425055
MK+ER,19,0.448722
MK+ER,20,0.42235
MK+ER,21,0.48385
MK+ER,22,0.237955
MK+ER,23,0.4299
MK+ER,24,0.490847
MK+ER,25,0.378769
MK+ER,26,0.64065
MK+ER,27,0.363363
MK+ER,28,0.471771
MK+ER,29,0.472183
MK+ER,30,0.431722
MK+ER,31,0.328943
MK+ER,32,0.183654
MK+ER,33,0.465747
MK+ER,34,0.57595
MK+ER,35,0.40715
MK+ER,36,0.443867
MK+ER,37,0.34465
MK+ER,38,0.407494
MK+ER,39,0.211616
MK+ER,40,0.257648
MK+ER,41,0.523128
MK+ER,42,0.40996
MK+ER,43,0.518433
MK+ER,44,0.446495
MK+ER,45,0.53234
MK+ER,46,0.585
MK+ER,47,0.593439
MK+ER,48,0.3985
MK+ER,49,0.50175
MK+ER,50,0.49665
MK+ER,51,0.460392
MK+ER,52,0.41725
MK+ER,53,0.320816
MK+ER,54,0.3459
MK+ER,55,0.684018
MK+ER,56,0.316113
MK+ER,57,0.61855
MK+ER,58,0.181096
MK+ER,59,0.4437
MK+ER,60,0.25473
MK+ER,61,0.540089
MK+ER,62,0.48525
MK+ER,63,0.332449
MK+ER,64,0.466973
MK+ER,65,0.267187
MK+ER,66,0.5449
MK+ER,67,0.586079
MK+ER,68,0.561306
