mechanic,replicate,final_infected_count
CI+MK+IE,99,9652
CI+MK+IE,100,10547
CI+MK+IE,101,7058
CI+MK+IE,102,10134
CI+MK+IE,103,4633
CI+MK+IE,104,8499
CI+MK+IE,105,14559
CI+MK+IE,106,7291
CI+MK+IE,107,9160
CI+MK+IE,108,10976
CI+MK+IE,109,7289
CI+MK+IE,110,15134
CI+MK+IE,111,13190
CI+MK+IE,112,12291
CI+MK+IE,113,10714
CI+MK+IE,114,13165
CI+MK+IE,115,9567
CI+MK+IE,116,8186
CI+MK+IE,117,11816
CI+MK+IE,118,3846
CI+MK+IE,119,13392
CI+MK+IE,120,15207
CI+MK+IE,121,11548
CI+MK+IE,122,11732
CI+MK+IE,123,1975
CI+MK+IE,124,8203
CI+MK+IE,125,14222
CI+MK+IE,126,12973
CI+MK+IE,127,10310
CI+MK+IE,128,12682
CI+MK+IE,129,12524
CI+MK+IE,130,13223
CI+MK+IE,131,12636
CI+MK+IE,132,11070
CI+MK+IE,133,10228
CI+MK+IE,134,7733
CI+MK+IE,135,14362
CI+MK+IE,136,12178
CI+MK+IE,137,8284
CI+MK+IE,138,13027
CI+MK+IE,139,12730
CI+MK+IE,140,6143
CI+MK+IE,141,8993
CI+MK+IE,142,14673
CI+MK+IE,143,11124
CI+MK+IE,144,14133
CI+MK+IE,145,8228
CI+MK+IE,146,11141
CI+MK+IE,147,14243
CI+MK+IE,148,10393
CI+MK+IE,149,4172
CI+MK+IE,150,13134
CI+MK+IE,151,3815
CI+MK+IE,152,6530
CI+MK+IE,153,9069
CI+MK+IE,154,8163
CI+MK+IE,155,12938
CI+MK+IE,156,5846
CI+MK+IE,157,9629
CI+MK+IE,158,8992
CI+MK+IE,159,9007
CI+MK+IE,160,9852
CI+MK+IE,161,8140
CI+MK+IE,162,7218
CI+MK+IE,163,10805
CI+MK+IE,164,15180
CI+MK+IE,165,15700
CI+MK+IE,166,9839
CI+MK+IE,167,3510
CI+MK+IE,168,10618
CI+MK+IE,169,10592
CI+MK+IE,170,9433
CI+MK+IE,171,14638
CI+MK+IE,172,3645
CI+MK+IE,173,12126
CI+MK+IE,174,10301
CI+MK+IE,175,11102
CI+MK+IE,176,14452
CI+MK+IE,177,10349
CI+MK+IE,178,10966
CI+MK+IE,179,10397
CI+MK+IE,180,8809
CI+MK+IE,181,10408
CI+MK+IE,182,15692
CI+MK+IE,183,10345
CI+MK+IE,184,12902
CI+MK+IE,185,9417
CI+MK+IE,186,9768
CI+MK+IE,187,13122
CI+MK+IE,188,13688
CI+MK+IE,189,12087
CI+MK+IE,190,9978
CI+MK+IE,191,11507
CI+MK+IE,192,14795
CI+MK+IE,193,10156
CI+MK+IE,194,7044
CI+MK+IE,195,14879
CI+MK+IE,196,9950
CI+MK+IE,197,14865
CI+MK+IE,198,11456
CI+MK+IE,199,4646
CI+MK+ER,0,10322
CI+MK+ER,1,8804
CI+MK+ER,2,8010
CI+MK+ER,3,5891
CI+MK+ER,4,7474
CI+MK+ER,5,13178
CI+MK+ER,6,6870
CI+MK+ER,7,8811
CI+MK+ER,8,12398
CI+MK+ER,9,10252
CI+MK+ER,10,13043
CI+MK+ER,11,12732
CI+MK+ER,12,9983
CI+MK+ER,13,10418
CI+MK+ER,14,12300
CI+MK+ER,15,13293
CI+MK+ER,16,10046
CI+MK+ER,17,9196
CI+MK+ER,18,3848
CI+MK+ER,19,9363
CI+MK+ER,20,8348
CI+MK+ER,21,8337
CI+MK+ER,22,8397
CI+MK+ER,23,1508
CI+MK+ER,24,10201
CI+MK+ER,25,12072
CI+MK+ER,26,14822
CI+MK+ER,27,10992
CI+MK+ER,28,10582
CI+MK+ER,29,10938
CI+MK+ER,30,8678
CI+MK+ER,31,9868
CI+MK+ER,32,8728
CI+MK+ER,33,5828
CI+MK+ER,34,13787
CI+MK+ER,35,7502
CI+MK+ER,36,11657
CI+MK+ER,37,9790
CI+MK+ER,38,12727
CI+MK+ER,39,2838
CI+MK+ER,40,7912
CI+MK+ER,41,5319
CI+MK+ER,42,12389
CI+MK+ER,43,9238
CI+MK+ER,44,11623
CI+MK+ER,45,12695
CI+MK+ER,46,9125
CI+MK+ER,47,5548
CI+MK+ER,48,10258
CI+MK+ER,49,1615
CI+MK+ER,50,8381
CI+MK+ER,51,10224
CI+MK+ER,52,4365
CI+MK+ER,53,11565
CI+MK+ER,54,6268
CI+MK+ER,55,13710
CI+MK+ER,56,3314
CI+MK+ER,57,10109
CI+MK+ER,58,9689
CI+MK+ER,59,8285
CI+MK+ER,60,9067
CI+MK+ER,61,8082
CI+MK+ER,62,11060
CI+MK+ER,63,11695
CI+MK+ER,64,13889
CI+MK+ER,65,9140
CI+MK+ER,66,6166
CI+MK+ER,67,9486
CI+MK+ER,68,8334
CI+MK+ER,69,11495
CI+MK+ER,70,6777
CI+MK+ER,71,10815
CI+MK+ER,72,9883
CI+MK+ER,73,11792
CI+MK+ER,74,8441
CI+MK+ER,75,12628
CI+MK+ER,76,9119
CI+MK+ER,77,10759
CI+MK+ER,78,7588
CI+MK+ER,79,3116
CI+MK+ER,80,7189
CI+MK+ER,81,8124
CI+MK+ER,82,6764
CI+MK+ER,83,10299
CI+MK+ER,84,10885
CI+MK+ER,85,8452
CI+MK+ER,86,7441
CI+MK+ER,87,5417
CI+MK+ER,88,8430
CI+MK+ER,89,11941
CI+MK+ER,90,9071
CI+MK+ER,91,8753
CI+MK+ER,92,12003
CI+MK+ER,93,10605
CI+MK+ER,94,5459
CI+MK+ER,95,12506
CI+MK+ER,96,8860
CI+MK+ER,97,11126
CI+MK+ER,98,9679
CI+MK+ER,99,8597
CI+MK+ER,100,8609
CI+MK+ER,101,9924
CI+MK+ER,102,12858
CI+MK+ER,103,6442
CI+MK+ER,104,8154
CI+MK+ER,105,7934
CI+MK+ER,106,8456
CI+MK+ER,107,8021
CI+MK+ER,108,11536
CI+MK+ER,109,7457
CI+MK+ER,110,6426
CI+MK+ER,111,11470
CI+MK+ER,112,8013
CI+MK+ER,113,8478
CI+MK+ER,114,6448
CI+MK+ER,115,14337
CI+MK+ER,116,12138
CI+MK+ER,117,8635
CI+MK+ER,118,8179
CI+MK+ER,119,12738
CI+MK+ER,120,10343
CI+MK+ER,121,12289
CI+MK+ER,122,4945
CI+MK+ER,123,8049
CI+MK+ER,124,11698
CI+MK+ER,125,11954
CI+MK+ER,126,13594
CI+MK+ER,127,8751
CI+MK+ER,128,11806
CI+MK+ER,129,13049
CI+MK+ER,130,15083
CI+MK+ER,131,12280
CI+MK+ER,132,7908
CI+MK+ER,133,10864
CI+MK+ER,134,8923
CI+MK+ER,135,8238
CI+MK+ER,136,11059
CI+MK+ER,137,6131
CI+MK+ER,138,3041
CI+MK+ER,139,1992
CI+MK+ER,140,12898
CI+MK+ER,141,9294
CI+MK+ER,142,7749
CI+MK+ER,143,5340
CI+MK+ER,144,4876
CI+MK+ER,145,8656
CI+MK+ER,146,8190
CI+MK+ER,147,8638
CI+MK+ER,148,5021
CI+MK+ER,149,6992
CI+MK+ER,150,11402
CI+MK+ER,151,11325
CI+MK+ER,152,10460
CI+MK+ER,153,11759
CI+MK+ER,154,8158
CI+MK+ER,155,6963
CI+MK+ER,156,9191
CI+MK+ER,157,13190
CI+MK+ER,158,1461
CI+MK+ER,159,10765
CI+MK+ER,160,8789
CI+MK+ER,161,9692
CI+MK+ER,162,6296
CI+MK+ER,163,6431
CI+MK+ER,164,8367
CI+MK+ER,165,11144
CI+MK+ER,166,3367
CI+MK+ER,167,6892
CI+MK+ER,168,3454
CI+MK+ER,169,5232
CI+MK+ER,170,11152
CI+MK+ER,171,5135
CI+MK+ER,172,8083
CI+MK+ER,173,11119
CI+MK+ER,174,9493
CI+MK+ER,175,8971
CI+MK+ER,176,13852
CI+MK+ER,177,10359
CI+MK+ER,178,13643
CI+MK+ER,179,7126
CI+MK+ER,180,5058
CI+MK+ER,181,16080
CI+MK+ER,182,8162
CI+MK+ER,183,5637
CI+MK+ER,184,10592
CI+MK+ER,185,8695
CI+MK+ER,186,11282
CI+MK+ER,187,3143
CI+MK+ER,188,9462
CI+MK+ER,189,11871
CI+MK+ER,190,7611
CI+MK+ER,191,9566
CI+MK+ER,192,8165
CI+MK+ER,193,7635
CI+MK+ER,194,6338
CI+MK+ER,195,4661
CI+MK+ER,196,7959
CI+MK+ER,197,9055
CI+MK+ER,198,11685
CI+MK+ER,199,9592
CI+MK+ER+IE,0,11758
CI+MK+ER+IE,1,14272
CI+MK+ER+IE,2,16010
CI+MK+ER+IE,3,9572
CI+MK+ER+IE,4,12403
CI+MK+ER+IE,5,11500
CI+MK+ER+IE,6,11590
CI+MK+ER+IE,7,12374
CI+MK+ER+IE,8,15753
CI+MK+ER+IE,9,10953
CI+MK+ER+IE,10,9936
CI+MK+ER+IE,11,14840
CI+MK+ER+IE,12,11901
CI+MK+ER+IE,13,11693
CI+MK+ER+IE,14,9788
CI+MK+ER+IE,15,17444
CI+MK+ER+IE,16,15277
CI+MK+ER+IE,17,13208
CI+MK+ER+IE,18,12639
CI+MK+ER+IE,19,16239
CI+MK+ER+IE,20,15056
CI+MK+ER+IE,21,14996
CI+MK+ER+IE,22,7817
CI+MK+ER+IE,23,11382
CI+MK+ER+IE,24,15458
CI+MK+ER+IE,25,14989
CI+MK+ER+IE,26,16600
CI+MK+ER+IE,27,12284
CI+MK+ER+IE,28,15264
CI+MK+ER+IE,29,16488
CI+MK+ER+IE,30,17553
CI+MK+ER+IE,31,15302
CI+MK+ER+IE,32,12396
CI+MK+ER+IE,33,14447
CI+MK+ER+IE,34,12472
CI+MK+ER+IE,35,11721
CI+MK+ER+IE,36,14917
CI+MK+ER+IE,37,9886
CI+MK+ER+IE,38,6087
CI+MK+ER+IE,39,3573
CI+MK+ER+IE,40,15702
CI+MK+ER+IE,41,14109
CI+MK+ER+IE,42,12030
CI+MK+ER+IE,43,8923
CI+MK+ER+IE,44,8099
CI+MK+ER+IE,45,12679
CI+MK+ER+IE,46,11025
CI+MK+ER+IE,47,12637
CI+MK+ER+IE,48,10262
CI+MK+ER+IE,49,9197
CI+MK+ER+IE,50,14839
CI+MK+ER+IE,51,14632
CI+MK+ER+IE,52,14197
CI+MK+ER+IE,53,14979
CI+MK+ER+IE,54,10869
CI+MK+ER+IE,55,11491
CI+MK+ER+IE,56,14383
CI+MK+ER+IE,57,16811
CI+MK+ER+IE,58,1798
CI+MK+ER+IE,59,13993
CI+MK+ER+IE,60,12736
CI+MK+ER+IE,61,12906
CI+MK+ER+IE,62,9852
CI+MK+ER+IE,63,9886
CI+MK+ER+IE,64,12087
CI+MK+ER+IE,65,15066
CI+MK+ER+IE,66,5432
CI+MK+ER+IE,67,11204
CI+MK+ER+IE,68,5790
CI+MK+ER+IE,69,8558
CI+MK+ER+IE,70,14375
CI+MK+ER+IE,71,8732
CI+MK+ER+IE,72,12310
CI+MK+ER+IE,73,14482
CI+MK+ER+IE,74,13765
CI+MK+ER+IE,75,12668
CI+MK+ER+IE,76,16556
CI+MK+ER+IE,77,14172
CI+MK+ER+IE,78,16760
CI+MK+ER+IE,79,11323
CI+MK+ER+IE,80,7199
CI+MK+ER+IE,81,17842
CI+MK+ER+IE,82,11233
CI+MK+ER+IE,83,8432
CI+MK+ER+IE,84,14073
CI+MK+ER+IE,85,12034
CI+MK+ER+IE,86,14954
CI+MK+ER+IE,87,5880
CI+MK+ER+IE,88,13777
CI+MK+ER+IE,89,15460
CI+MK+ER+IE,90,10529
CI+MK+ER+IE,91,13063
CI+MK+ER+IE,92,12337
CI+MK+ER+IE,93,10958
CI+MK+ER+IE,94,10216
CI+MK+ER+IE,95,7950
CI+MK+ER+IE,96,12049
CI+MK+ER+IE,97,12597
CI+MK+ER+IE,98,14735
CI+MK+ER+IE,99,12790
CI+MK+ER+IE,100,15125
CI+MK+ER+IE,101,14868
CI+MK+ER+IE,102,11173
CI+MK+ER+IE,103,14987
CI+MK+ER+IE,104,16434
CI+MK+ER+IE,105,13109
CI+MK+ER+IE,106,5715
CI+MK+ER+IE,107,9400
CI+MK+ER+IE,108,13659
CI+MK+ER+IE,109,13380
CI+MK+ER+IE,110,11768
CI+MK+ER+IE,111,15317
CI+MK+ER+IE,112,15276
CI+MK+ER+IE,113,13748
CI+MK+ER+IE,114,6390
CI+MK+ER+IE,115,11058
CI+MK+ER+IE,116,11726
CI+MK+ER+IE,117,5129
CI+MK+ER+IE,118,12756
CI+MK+ER+IE,119,11221
CI+MK+ER+IE,120,9160
CI+MK+ER+IE,121,16338
CI+MK+ER+IE,122,15738
CI+MK+ER+IE,123,12612
CI+MK+ER+IE,124,12542
CI+MK+ER+IE,125,2778
CI+MK+ER+IE,126,8843
CI+MK+ER+IE,127,15377
CI+MK+ER+IE,128,12062
CI+MK+ER+IE,129,13035
CI+MK+ER+IE,130,14052
CI+MK+ER+IE,131,14892
CI+MK+ER+IE,132,11991
CI+MK+ER+IE,133,15250
CI+MK+ER+IE,134,17310
CI+MK+ER+IE,135,13717
CI+MK+ER+IE,136,10198
CI+MK+ER+IE,137,15039
CI+MK+ER+IE,138,15532
CI+MK+ER+IE,139,13369
CI+MK+ER+IE,140,13954
CI+MK+ER+IE,141,16310
CI+MK+ER+IE,142,14189
CI+MK+ER+IE,143,14020
CI+MK+ER+IE,144,15387
CI+MK+ER+IE,145,15877
CI+MK+ER+IE,146,14655
CI+MK+ER+IE,147,12721
CI+MK+ER+IE,148,15168
CI+MK+ER+IE,149,17448
CI+MK+ER+IE,150,13927
CI+MK+ER+IE,151,14531
CI+MK+ER+IE,152,8538
CI+MK+ER+IE,153,16440
CI+MK+ER+IE,154,17059
CI+MK+ER+IE,155,17482
CI+MK+ER+IE,156,8796
CI+MK+ER+IE,157,13244
CI+MK+ER+IE,158,12578
CI+MK+ER+IE,159,11682
CI+MK+ER+IE,160,6386
CI+MK+ER+IE,161,11862
CI+MK+ER+IE,162,12246
CI+MK+ER+IE,163,7122
CI+MK+ER+IE,164,12385
CI+MK+ER+IE,165,14159
CI+MK+ER+IE,166,13654
CI+MK+ER+IE,167,13854
CI+MK+ER+IE,168,13670
CI+MK+ER+IE,169,14272
CI+MK+ER+IE,170,14953
CI+MK+ER+IE,171,14918
CI+MK+ER+IE,172,9628
CI+MK+ER+IE,173,12266
CI+MK+ER+IE,174,14599
CI+MK+ER+IE,175,16832
CI+MK+ER+IE,176,14542
CI+MK+ER+IE,177,17351
CI+MK+ER+IE,178,13509
CI+MK+ER+IE,179,11599
CI+MK+ER+IE,180,15200
CI+MK+ER+IE,181,7826
CI+MK+ER+IE,182,13610
CI+MK+ER+IE,183,7914
CI+MK+ER+IE,184,15727
CI+MK+ER+IE,185,13435
CI+MK+ER+IE,186,15514
CI+MK+ER+IE,187,12360
CI+MK+ER+IE,188,16324
CI+MK+ER+IE,189,14717
CI+MK+ER+IE,190,12017
CI+MK+ER+IE,191,15686
CI+MK+ER+IE,192,12710
CI+MK+ER+IE,193,11072
CI+MK+ER+IE,194,14455
CI+MK+ER+IE,195,15037
CI+MK+ER+IE,196,16028
CI+MK+ER+IE,197,9197
CI+MK+ER+IE,198,14594
CI+MK+ER+IE,199,1542
