genotype,contrast,compartment,time_s,p_fwer
dnc-wt,Bouton_vs_Axon,g4,18.5,1.0
dnc-wt,Bouton_vs_Axon,g4,18.75,1.0
dnc-wt,Bouton_vs_Axon,g4,19.0,1.0
dnc-wt,Bouton_vs_Axon,g4,19.25,1.0
dnc-wt,Bouton_vs_Axon,g4,19.5,1.0
dnc-wt,Bouton_vs_Axon,g4,19.75,1.0
dnc-wt,Bouton_vs_Axon,g4,20.0,1.0
dnc-wt,Bouton_vs_Axon,g4,20.25,1.0
dnc-wt,Bouton_vs_Axon,g4,20.5,1.0
dnc-wt,Bouton_vs_Axon,g4,20.75,1.0
dnc-wt,Bouton_vs_Axon,g4,21.0,1.0
dnc-wt,Bouton_vs_Axon,g4,21.25,1.0
dnc-wt,Bouton_vs_Axon,g4,21.5,1.0
dnc-wt,Bouton_vs_Axon,g4,21.75,1.0
dnc-wt,Bouton_vs_Axon,g4,22.0,1.0
dnc-wt,Bouton_vs_Axon,g4,22.25,1.0
dnc-wt,Bouton_vs_Axon,g4,22.5,1.0
dnc-wt,Bouton_vs_Axon,g4,22.75,1.0
dnc-wt,Bouton_vs_Axon,g4,23.0,1.0
dnc-wt,Bouton_vs_Axon,g4,23.25,1.0
dnc-wt,Bouton_vs_Axon,g4,23.5,1.0
dnc-wt,Bouton_vs_Axon,g4,23.75,1.0
dnc-wt,Bouton_vs_Axon,g4,24.0,1.0
dnc-wt,Bouton_vs_Axon,g4,24.25,1.0
dnc-wt,Bouton_vs_Axon,g4,24.5,1.0
dnc-wt,Bouton_vs_Axon,g4,24.75,1.0
dnc-wt,Bouton_vs_Axon,g4,25.0,1.0
dnc-wt,Bouton_vs_Axon,g4,25.25,1.0
dnc-wt,Bouton_vs_Axon,g4,25.5,1.0
dnc-wt,Bouton_vs_Axon,g4,25.75,1.0
dnc-wt,Bouton_vs_Axon,g4,26.0,1.0
dnc-wt,Bouton_vs_Axon,g4,26.25,1.0
dnc-wt,Bouton_vs_Axon,g4,26.5,1.0
dnc-wt,Bouton_vs_Axon,g4,26.75,1.0
dnc-wt,Bouton_vs_Axon,g4,27.0,1.0
dnc-wt,Bouton_vs_Axon,g4,27.25,1.0
dnc-wt,Bouton_vs_Axon,g4,27.5,1.0
dnc-wt,Bouton_vs_Axon,g4,27.75,1.0
dnc-wt,Bouton_vs_Axon,g4,28.0,1.0
dnc-wt,Bouton_vs_Axon,g4,28.25,1.0
dnc-wt,Bouton_vs_Axon,g4,28.5,1.0
dnc-wt,Bouton_vs_Axon,g4,28.75,1.0
dnc-wt,Bouton_vs_Axon,g4,29.0,1.0
dnc-wt,Bouton_vs_Axon,g4,29.25,1.0
dnc-wt,Bouton_vs_Axon,g4,29.5,1.0
dnc-wt,Bouton_vs_Axon,g4,29.75,1.0
dnc-wt,Bouton_vs_Axon,g4,30.0,1.0
dnc-wt,Bouton_vs_Axon,g4,30.25,1.0
dnc-wt,Bouton_vs_Axon,g4,30.5,1.0
dnc-wt,Bouton_vs_Axon,g4,30.75,1.0
dnc-wt,Bouton_vs_Axon,g4,31.0,1.0
dnc-wt,Bouton_vs_Axon,g4,31.25,1.0
dnc-wt,Bouton_vs_Axon,g4,31.5,1.0
dnc-wt,Bouton_vs_Axon,g4,31.75,1.0
dnc-wt,Bouton_vs_Axon,g4,32.0,1.0
dnc-wt,Bouton_vs_Axon,g4,32.25,1.0
dnc-wt,Bouton_vs_Axon,g4,32.5,1.0
dnc-wt,Bouton_vs_Axon,g4,32.75,1.0
dnc-wt,Bouton_vs_Axon,g4,33.0,1.0
dnc-wt,Bouton_vs_Axon,g4,33.25,1.0
dnc-wt,Bouton_vs_Axon,g4,33.5,1.0
dnc-wt,Bouton_vs_Axon,g4,33.75,1.0
dnc-wt,Bouton_vs_Axon,g4,34.0,1.0
dnc-wt,Bouton_vs_Axon,g4,34.25,1.0
dnc-wt,Bouton_vs_Axon,g4,34.5,1.0
dnc-wt,Bouton_vs_Axon,g4,34.75,1.0
dnc-wt,Bouton_vs_Axon,g4,35.0,1.0
dnc-wt,Bouton_vs_Axon,g4,35.25,1.0
dnc-wt,Bouton_vs_Axon,g4,35.5,1.0
dnc-wt,Bouton_vs_Axon,g4,35.75,1.0
dnc-wt,Bouton_vs_Axon,g4,36.0,1.0
dnc-wt,Bouton_vs_Axon,g4,36.25,1.0
dnc-wt,Bouton_vs_Axon,g4,36.5,1.0
dnc-wt,Bouton_vs_Axon,g4,36.75,1.0
dnc-wt,Bouton_vs_Axon,g4,37.0,1.0
dnc-wt,Bouton_vs_Axon,g4,37.25,1.0
dnc-wt,Bouton_vs_Axon,g4,37.5,1.0
dnc-wt,Bouton_vs_Axon,g4,37.75,1.0
dnc-wt,Bouton_vs_Axon,g4,38.0,1.0
dnc-wt,Bouton_vs_Axon,g4,38.25,1.0
dnc-wt,Bouton_vs_Axon,g4,38.5,1.0
dnc-wt,Bouton_vs_Axon,g4,38.75,1.0
dnc-wt,Bouton_vs_Axon,g4,39.0,1.0
dnc-wt,Bouton_vs_Axon,g4,39.25,1.0
dnc-wt,Bouton_vs_Axon,g4,39.5,1.0
dnc-wt,Bouton_vs_Axon,g4,39.75,1.0
dnc-wt,Bouton_vs_Axon,g4,40.0,1.0
dnc-wt,Bouton_vs_Axon,g4,40.25,1.0
dnc-wt,Bouton_vs_Axon,g4,40.5,1.0
dnc-wt,Bouton_vs_Axon,g4,40.75,1.0
dnc-wt,Bouton_vs_Axon,g4,41.0,1.0
dnc-wt,Bouton_vs_Axon,g4,41.25,1.0
dnc-wt,Bouton_vs_Axon,g4,41.5,1.0
dnc-wt,Bouton_vs_Axon,g4,41.75,1.0
dnc-wt,Bouton_vs_Axon,g4,42.0,1.0
dnc-wt,Bouton_vs_Axon,g4,42.25,1.0
dnc-wt,Bouton_vs_Axon,g4,42.5,1.0
dnc-wt,Bouton_vs_Axon,g4,42.75,1.0
dnc-wt,Bouton_vs_Axon,g4,43.0,1.0
dnc-wt,Bouton_vs_Axon,g4,43.25,1.0
dnc-wt,Bouton_vs_Axon,g4,43.5,1.0
dnc-wt,Bouton_vs_Axon,g4,43.75,1.0
dnc-wt,Bouton_vs_Axon,g4,44.0,1.0
dnc-wt,Bouton_vs_Axon,g4,44.25,1.0
dnc-wt,Bouton_vs_Axon,g4,44.5,1.0
dnc-wt,Bouton_vs_Axon,g4,44.75,1.0
dnc-wt,Bouton_vs_Axon,g4,45.0,1.0
dnc-wt,Bouton_vs_Axon,g4,45.25,1.0
dnc-wt,Bouton_vs_Axon,g4,45.5,1.0
dnc-wt,Bouton_vs_Axon,g4,45.75,1.0
dnc-wt,Bouton_vs_Axon,g4,46.0,1.0
dnc-wt,Bouton_vs_Axon,g4,46.25,1.0
dnc-wt,Bouton_vs_Axon,g4,46.5,1.0
dnc-wt,Bouton_vs_Axon,g4,46.75,1.0
dnc-wt,Bouton_vs_Axon,g4,47.0,1.0
dnc-wt,Bouton_vs_Axon,g4,47.25,1.0
dnc-wt,Bouton_vs_Axon,g4,47.5,1.0
dnc-wt,Bouton_vs_Axon,g4,47.75,1.0
dnc-wt,Bouton_vs_Axon,g4,48.0,1.0
dnc-wt,Bouton_vs_Axon,g4,48.25,1.0
dnc-wt,Bouton_vs_Axon,g4,48.5,1.0
dnc-wt,Bouton_vs_Axon,g4,48.75,1.0
dnc-wt,Bouton_vs_Axon,g4,49.0,1.0
dnc-wt,Bouton_vs_Axon,g4,49.25,1.0
dnc-wt,Bouton_vs_Axon,g4,49.5,1.0
dnc-wt,Bouton_vs_Axon,g4,49.75,1.0
dnc-wt,Bouton_vs_Axon,g4,50.0,1.0
dnc-wt,Bouton_vs_Axon,g4,50.25,1.0
dnc-wt,Bouton_vs_Axon,g4,50.5,1.0
dnc-wt,Bouton_vs_Axon,g4,50.75,1.0
dnc-wt,Bouton_vs_Axon,g4,51.0,1.0
dnc-wt,Bouton_vs_Axon,g4,51.25,1.0
dnc-wt,Bouton_vs_Axon,g4,51.5,1.0
dnc-wt,Bouton_vs_Axon,g4,51.75,1.0
dnc-wt,Bouton_vs_Axon,g4,52.0,1.0
dnc-wt,Bouton_vs_Axon,g4,52.25,1.0
dnc-wt,Bouton_vs_Axon,g4,52.5,1.0
dnc-wt,Bouton_vs_Axon,g4,52.75,1.0
dnc-wt,Bouton_vs_Axon,g4,53.0,1.0
dnc-wt,Bouton_vs_Axon,g4,53.25,1.0
dnc-wt,Bouton_vs_Axon,g4,53.5,1.0
dnc-wt,Bouton_vs_Axon,g4,53.75,1.0
dnc-wt,Bouton_vs_Axon,g4,54.0,1.0
dnc-wt,Bouton_vs_Axon,g4,54.25,1.0
dnc-wt,Bouton_vs_Axon,g4,54.5,1.0
dnc-wt,Bouton_vs_Axon,g4,54.75,1.0
dnc-wt,Bouton_vs_Axon,g4,55.0,1.0
dnc-wt,Bouton_vs_Axon,g4,55.25,1.0
dnc-wt,Bouton_vs_Axon,g4,55.5,1.0
dnc-wt,Bouton_vs_Axon,g4,55.75,1.0
dnc-wt,Bouton_vs_Axon,g4,56.0,1.0
dnc-wt,Bouton_vs_Axon,g4,56.25,1.0
dnc-wt,Bouton_vs_Axon,g4,56.5,1.0
dnc-wt,Bouton_vs_Axon,g4,56.75,1.0
dnc-wt,Bouton_vs_Axon,g4,57.0,1.0
dnc-wt,Bouton_vs_Axon,g4,57.25,1.0
dnc-wt,Bouton_vs_Axon,g4,57.5,1.0
dnc-wt,Bouton_vs_Axon,g4,57.75,1.0
dnc-wt,Bouton_vs_Axon,g4,58.0,1.0
dnc-wt,Bouton_vs_Axon,g4,58.25,1.0
dnc-wt,Bouton_vs_Axon,g4,58.5,1.0
dnc-wt,Bouton_vs_Axon,g4,58.75,1.0
dnc-wt,Bouton_vs_Axon,g4,59.0,1.0
dnc-wt,Bouton_vs_Axon,g4,59.25,1.0
dnc-wt,Bouton_vs_Axon,g4,59.5,1.0
dnc-wt,Bouton_vs_Axon,g4,59.75,1.0
dnc-wt,Bouton_vs_Axon,g4,60.0,1.0
dnc-wt,Bouton_vs_Axon,g4,60.25,1.0
dnc-wt,Bouton_vs_Axon,g4,60.5,1.0
dnc-wt,Bouton_vs_Axon,g4,60.75,1.0
dnc-wt,Bouton_vs_Axon,g4,61.0,1.0
dnc-wt,Bouton_vs_Axon,g4,61.25,1.0
dnc-wt,Bouton_vs_Axon,g4,61.5,1.0
dnc-wt,Bouton_vs_Axon,g4,61.75,1.0
dnc-wt,Bouton_vs_Axon,g4,62.0,1.0
dnc-wt,Bouton_vs_Axon,g4,62.25,1.0
dnc-wt,Bouton_vs_Axon,g4,62.5,1.0
dnc-wt,Bouton_vs_Axon,g4,62.75,1.0
dnc-wt,Bouton_vs_Axon,g4,63.0,1.0
dnc-wt,Bouton_vs_Axon,g4,63.25,1.0
dnc-wt,Bouton_vs_Axon,g4,63.5,1.0
dnc-wt,Bouton_vs_Axon,g4,63.75,1.0
dnc-wt,Bouton_vs_Axon,g4,64.0,1.0
dnc-wt,Bouton_vs_Axon,g4,64.25,1.0
dnc-wt,Bouton_vs_Axon,g4,64.5,1.0
dnc-wt,Bouton_vs_Axon,g4,64.75,1.0
dnc-wt,Bouton_vs_Axon,g4,65.0,1.0
dnc-wt,Bouton_vs_Axon,g4,65.25,1.0
dnc-wt,Bouton_vs_Axon,g4,65.5,1.0
dnc-wt,Bouton_vs_Axon,g4,65.75,1.0
dnc-wt,Bouton_vs_Axon,g4,66.0,1.0
dnc-wt,Bouton_vs_Axon,g4,66.25,1.0
dnc-wt,Bouton_vs_Axon,g4,66.5,1.0
dnc-wt,Bouton_vs_Axon,g4,66.75,1.0
dnc-wt,Bouton_vs_Axon,g4,67.0,1.0
dnc-wt,Bouton_vs_Axon,g4,67.25,1.0
dnc-wt,Bouton_vs_Axon,g4,67.5,1.0
dnc-wt,Bouton_vs_Axon,g4,67.75,1.0
dnc-wt,Bouton_vs_Axon,g4,68.0,1.0
dnc-wt,Bouton_vs_Axon,g4,68.25,1.0
dnc-wt,Bouton_vs_Axon,g4,68.5,1.0
dnc-wt,Bouton_vs_Axon,g4,68.75,1.0
dnc-wt,Bouton_vs_Axon,g4,69.0,1.0
dnc-wt,Bouton_vs_Axon,g4,69.25,1.0
dnc-wt,Bouton_vs_Axon,g4,69.5,1.0
dnc-wt,Bouton_vs_Axon,g4,69.75,1.0
dnc-wt,Bouton_vs_Axon,g4,70.0,1.0
dnc-wt,Bouton_vs_Axon,g4,70.25,1.0
dnc-wt,Bouton_vs_Axon,g4,70.5,1.0
dnc-wt,Bouton_vs_Axon,g4,70.75,1.0
dnc-wt,Bouton_vs_Axon,g4,71.0,1.0
dnc-wt,Bouton_vs_Axon,g4,71.25,1.0
dnc-wt,Bouton_vs_Axon,g4,71.5,1.0
dnc-wt,Bouton_vs_Axon,g4,71.75,1.0
dnc-wt,Bouton_vs_Axon,g4,72.0,1.0
dnc-wt,Bouton_vs_Axon,g4,72.25,1.0
dnc-wt,Bouton_vs_Axon,g4,72.5,1.0
dnc-wt,Bouton_vs_Axon,g4,72.75,1.0
dnc-wt,Bouton_vs_Axon,g4,73.0,1.0
dnc-wt,Bouton_vs_Axon,g4,73.25,1.0
dnc-wt,Bouton_vs_Axon,g4,73.5,1.0
dnc-wt,Bouton_vs_Axon,g4,73.75,1.0
dnc-wt,Bouton_vs_Axon,g4,74.0,1.0
dnc-wt,Bouton_vs_Axon,g4,74.25,1.0
dnc-wt,Bouton_vs_Axon,g4,74.5,1.0
dnc-wt,Bouton_vs_Axon,g4,74.75,1.0
dnc-wt,Bouton_vs_Axon,g4,75.0,1.0
dnc-wt,Bouton_vs_Axon,g4,75.25,1.0
dnc-wt,Bouton_vs_Axon,g4,75.5,1.0
dnc-wt,Bouton_vs_Axon,g4,75.75,1.0
dnc-wt,Bouton_vs_Axon,g4,76.0,1.0
dnc-wt,Bouton_vs_Axon,g4,76.25,1.0
dnc-wt,Bouton_vs_Axon,g4,76.5,1.0
dnc-wt,Bouton_vs_Axon,g4,76.75,1.0
dnc-wt,Bouton_vs_Axon,g4,77.0,1.0
dnc-wt,Bouton_vs_Axon,g4,77.25,1.0
dnc-wt,Bouton_vs_Axon,g4,77.5,1.0
dnc-wt,Bouton_vs_Axon,g4,77.75,1.0
dnc-wt,Bouton_vs_Axon,g4,78.0,1.0
dnc-wt,Bouton_vs_Axon,g4,78.25,1.0
dnc-wt,Bouton_vs_Axon,g4,78.5,1.0
dnc-wt,Bouton_vs_Axon,g4,78.75,1.0
dnc-wt,Bouton_vs_Axon,g4,79.0,1.0
dnc-wt,Bouton_vs_Axon,g4,79.25,1.0
dnc-wt,Bouton_vs_Axon,g4,79.5,1.0
dnc-wt,Bouton_vs_Axon,g4,79.75,1.0
dnc-wt,Bouton_vs_Axon,g4,80.0,1.0
dnc-wt,Bouton_vs_Axon,g4,80.25,1.0
dnc-wt,Bouton_vs_Axon,g4,80.5,1.0
dnc-wt,Bouton_vs_Axon,g4,80.75,1.0
dnc-wt,Bouton_vs_Axon,g4,81.0,1.0
dnc-wt,Bouton_vs_Axon,g4,81.25,1.0
dnc-wt,Bouton_vs_Axon,g4,81.5,1.0
dnc-wt,Bouton_vs_Axon,g4,81.75,0.6875
dnc-wt,Bouton_vs_Axon,g4,82.0,1.0
dnc-wt,Bouton_vs_Axon,g4,82.25,1.0
dnc-wt,Bouton_vs_Axon,g4,82.5,1.0
dnc-wt,Bouton_vs_Axon,g4,82.75,1.0
dnc-wt,Bouton_vs_Axon,g4,83.0,1.0
dnc-wt,Bouton_vs_Axon,g4,83.25,1.0
dnc-wt,Bouton_vs_Axon,g4,83.5,0.875
dnc-wt,Bouton_vs_Axon,g4,83.75,1.0
dnc-wt,Bouton_vs_Axon,g4,84.0,1.0
dnc-wt,Bouton_vs_Axon,g4,84.25,1.0
dnc-wt,Bouton_vs_Axon,g4,84.5,1.0
dnc-wt,Bouton_vs_Axon,g4,84.75,1.0
dnc-wt,Bouton_vs_Axon,g4,85.0,1.0
dnc-wt,Bouton_vs_Axon,g4,85.25,1.0
dnc-wt,Bouton_vs_Axon,g4,85.5,1.0
dnc-wt,Bouton_vs_Axon,g4,85.75,1.0
dnc-wt,Bouton_vs_Axon,g4,86.0,1.0
dnc-wt,Bouton_vs_Axon,g4,86.25,1.0
dnc-wt,Bouton_vs_Axon,g4,86.5,1.0
dnc-wt,Bouton_vs_Axon,g4,86.75,1.0
dnc-wt,Bouton_vs_Axon,g4,87.0,1.0
dnc-wt,Bouton_vs_Axon,g4,87.25,1.0
dnc-wt,Bouton_vs_Axon,g4,87.5,1.0
dnc-wt,Bouton_vs_Axon,g4,87.75,1.0
dnc-wt,Bouton_vs_Axon,g4,88.0,1.0
dnc-wt,Bouton_vs_Axon,g4,88.25,1.0
dnc-wt,Bouton_vs_Axon,g4,88.5,1.0
dnc-wt,Bouton_vs_Axon,g4,88.75,1.0
dnc-wt,Bouton_vs_Axon,g4,89.0,1.0
dnc-wt,Bouton_vs_Axon,g4,89.25,1.0
dnc-wt,Bouton_vs_Axon,g4,89.5,1.0
dnc-wt,Bouton_vs_Axon,g4,89.75,1.0
dnc-wt,Bouton_vs_Axon,g4,90.0,1.0
